Unit,Module,Question,Explanation
_u5_inference,_m1_inference_one_variable,"The mean birth weight in the general population is known to be roughly 3,450 grams. Based on this figure and the confidence interval you found in the previous question, what can you conclude?","Since our 99% confidence interval (which provides a set of plausible values for μ) all lies below 3,450, we can conclude (with 99% certainty) that the mean birth weight of babies who are the first child born to mothers who are 35 or older is lower than the mean birth weight in the general population."
_u5_inference,_m1_inference_one_variable,What is the 95% confidence interval for μ? Interpret it in context.,"RHere is the R output:We are 95% certain that the mean number of hours college students in this state university sleep in a typical day is between 7.09 and 7.62.MinitabHere is the Minitab output:We are 95% certain that the mean number of hours college students in this state university sleep in a typical day is between 7.09 and 7.62.Excel 2007Using Excel, we find the following:t*: 1.98mean: 7.356standard deviation: 1.599We then calculate the standard error to be 0.134, and the margin of error to be 0.265. Thus, we are 95% certain that the mean number of hours college students in this state university sleep in a typical day is between 7.09 and 7.62.TI CalculatorIf you enter:and chooseCALCULATE, then pressENTER, you should see:Thus, we are 95% certain that the mean number of hours college students in this state university sleep in a typical day is between 7.09 and 7.62."
_u5_inference,_m1_inference_one_variable,"Researchers from Dartmouth Medical School conducted a study in 2003 to look at the connection between watching actors smoking in movies and smoking initiation among adolescents. In the study, 6,522 U.S. adolescents ages 10-14 who had never tried smoking were randomly selected. Of those who subsequently tried smoking for the first time, 38% did so because of exposure to smoking in the movies.Estimate the proportion of all U.S. adolescents ages 10-14 who started smoking because of seeing actors smoke in movies by constructing a 95% confidence interval.",None
_u5_inference,_m1_inference_one_variable,"Harris Interactive® conducted an online study from January 3 to 10, 2006 among a nationwide sample of 1,040 U.S. adults (ages 18 years and over), of whom 565 currently use organic foods in preparing meals. Figures for age by gender, race/ethnicity, education, region, and household income were weighted to reflect the total U.S. adult population. Propensity score weighting was used to adjust for respondents' propensity to be online. Construct a 99% confidence interval for the proportion of all U.S. adults who use organic foods in preparing meals.",
_u5_inference,_m1_inference_one_variable,"Based on the poll's results, estimate p, the proportion of all U.S. adults who believe the use of marijuana should be legalized, with a 95% confidence interval.",None
_u5_inference,_m1_inference_one_variable,Give an interpretation of the margin of error in context.,"The margin of error is .03 (or 3%). With 95% certainty, the sample proportion we got, 56%, is within 3% of (or, no more than 3% away from) the proportion of U.S. adults who believe that the use of marijuana should be legalized."
_u5_inference,_m1_inference_one_variable,Do the results of this poll give evidence that the majority of U.S. adults believe that the use of marijuana should be legalized?,"Yes. All of the values in our 95% confidence interval for p (.53, .59), which represents the set of plausible values for p, lies above .5, which provides evidence (at the 95% confidence level) that the majority of U.S. adults believe that the use of marijuana should be legalized. Click here to see a figure that explains this visually."
_u5_inference,_m1_inference_one_variable,"A similar poll was conducted 2 years ago, and reported the 95% confidence interval for p, the proportion of U.S. adults who believe the use of marijuana should be legalized, to be (.48 , .54). Do you think that the results of the current study (where the 95% confidence interval is (.53 , .59) provide evidence that the public opinion on the topic of legalization of marijuana has changed over the past two years?","The answer is no, we do not have evidence to conclude that the public opinion has changed. Here is why. The two confidence intervals (.48, .54) and (.53, .59) overlap, which means that there are some plausible values for p that the two polls share (in particular, the values between .53 and .54), and we cannot rule out the possibility that p is one of these values. Click here to see a figure that explains this visually."
_u5_inference,_m1_inference_one_variable,"Based on the sample size, what is the margin of error of this poll?","The margin of error of this poll is 1 / sqrt(1,200) = .0289, which equals approximately 2.9%. None"
_u5_inference,_m1_inference_one_variable,"Based on the output: (a) How many of the 1,200 sampled voters were satisfied? (b) What is the sample proportion (p-hat) of those who were satisfied? (c) What is the 95% confidence interval for p? Interpret this interval.","RHere is the R output:(a) 142 of the 1,200 sampled voters answered that they were satisfied.(b) The sample proportion is therefore 0.118, or roughly 12% (142/1,200).(c) The 95% confidence interval for p is (0.10, 0.14) (rounded).We are 95% certain that the proportion of U.S. voters who were satisfied with the expiration of the federal ban on assault weapons is between 0.10 and 0.14 (or between 10% and 14%).StatCrunchHere is the StatCrunch output:(a) 142 of the 1,200 sampled voters answered that they were satisfied.(b) The sample proportion is therefore .118, or roughly 12% (142/1,200).(c) The 95% confidence interval for p is (.10, .14) (rounded).We are 95% certain that the proportion of U.S. voters who were satisfied with the expiration of the federal ban on assault weapons is between .10 and .14 (or between 10% and 14% ).MinitabHere is the Minitab output:(a) 142 of the 1,200 sampled voters answered that they were satisfied.(b) The sample proportion is therefore .118, or roughly 12% (142/1,200).(c) The 95% confidence interval for p is (.10, .14) (rounded).We are 95% certain that the proportion of U.S. voters who were satisfied with the expiration of the federal ban on assault weapons is between .10 and .14 (or between 10% and 14%).Excel 2007Here is what we calculate using Excel:X = 142p-hat = 142/1200 = 0.118margin of error = 0.0186(a) 142 of the 1,200 sampled voters answered that they were satisfied.(b) The sample proportion is therefore .118, or roughly 12% (142/1,200).(c) The 95% confidence interval for p is (.10, .14) (rounded).We are 95% certain that the proportion of U.S. voters who are satisfied with the expiration of the federal ban on assault weapons is between .10 and .14 (or between 10% and 14%).TI CalculatorIf you enter:and chooseCALCULATE, then pressENTER, you should see:(a) 142 of the 1,200 sampled voters answered that they were satisfied.(b) The sample proportion is therefore .118, or roughly 12% (142/1200).(c) The 95% confidence interval for p is (.100, .137) (rounded).We are 95% certain that the proportion of U.S. voters who are satisfied with the expiration of the federal ban on assault weapons is between .100 and .137 (or between 10% and 13.7%)."
_u5_inference,_m1_inference_one_variable,In question 1 you found that the margin of error of this poll was about 2.9%. What is the margin of error of the confidence interval you found in question 2? Comment on the apparent discrepancy.,
_u5_inference,_m1_inference_one_variable,What is the point estimate for the proportion of all newlyweds who go out more than twice during a typical week?,The point estimate is the sample proportion of newlyweds that go out more than twice a week: 171/513 = .33.
_u5_inference,_m1_inference_one_variable,Write down the null and alternative hypotheses (Ho and Ha) that are being tested here.,"We are testing:Ho: The proportion of low birth weight births among women who smoke during the pregnancy is .078 (same as in the general population).Ha: The proportion of low birth weight births among women who smoke during the pregnancy is higher than .078.Recall that as we learned, the null hypothesis (Ho) says that ""nothing special is going on"" or there is no change from the known proportion of .078. The alternative hypothesis (Ha) challenges Ho and represents what the study wanted to check."
_u5_inference,_m1_inference_one_variable,"Based on the p-value, what is your conclusion (use a .05 significance level)?","The p-value of the test is .016, which means that it is very unlikely (probability of .016) that we will observe data like those observed if indeed smoking does not increase the risk of low birth weight (H o is true). In particular, since the p-value is less than .05, we conclude that the data provide enough evidence to conclude that the proportion of low birth weight babies born to mothers who smoked during their pregnancy is higher than the overall proportion of low birth weight babies in the population."
_u5_inference,_m1_inference_one_variable,Write down the null and alternative hypotheses (Ho and Ha) that are being tested here.,"We are testing:Ho: The proportion of low birth weight births among women who are second-hand smokers is .078 (same as in the general population).Ha: The proportion of low birth weight births among women who are second-hand smokers is higher than .078.Recall that as we learned, the null hypothesis (Ho) says that ""nothing special is going on"" or there is no change from the known proportion of .078. The alternative hypothesis (Ha) challenges Ho and represents what the study wanted to check."
_u5_inference,_m1_inference_one_variable,"Based on the p-value, what is your conclusion (use .05 significance level)?","The p-value of this test was found to be .119, which means that it is not extremely unlikely (roughly 12% chance) that we would get data like those observed if, indeed, second-hand smoking does not increase the risk of low birth weight (H o is true). In particular, since the p-value is not less than .05, we conclude that the data do not provide enough evidence to conclude that second-hand smoking increases the risk of low birth weight."
_u5_inference,_m1_inference_one_variable,Can we conclude that the results of this study provide evidence that second-hand smoking does not increase the risk of low birth weight?,"No. Recall that in hypothesis testing we can never conclude that we accept Ho (or that Ho is true). All we can say (in case we do not get a small p-value) is that we do not have enough evidence to reject Ho.In particular in this case we found that 10.2% of the 175 newborns were at low birth weight (which is higher than 7.8%, the overall proportion). While this result did not provide enough evidence to conclude that second-hand smoking increases the risk of low lightweight, it definitely does not provide evidence that it doesn't. (which is what Ho claims)."
_u5_inference,_m1_inference_one_variable,"For each sample, create a histogram and comment on whether you think it would be safe to proceed with the test had those been the actual data in the problem above.","Time 1—The histogram displays a roughly normal shape. For a sample of size 20, the shape is definitely normal enough for us to assume that the variable varies normally in the population and therefore it is safe to proceed with the test.Time 2—The histogram displays a distribution that is slightly skewed and does not have any outliers. The histogram, therefore, does not give us any reason to be concerned that for a sample of size 20 the Central Limit Theorem will not kick in. We can therefore proceed with the test.Time 3—The distribution does not have any ""special"" shape, and has one small outlier which is not very extreme (although it is arguable whether you would classify it as an outlier). Again, the histogram does not give us any reason to be concerned that for a sample of size 20 the Central Limit Theorem will not kick in. We can therefore proceed with the test.Time 4—The distribution is extremely skewed to the right, and has one pretty extreme high outlier. Based on this histogram, we should be cautious about proceeding with the test, because assuming that this histogram ""paints"" at least a rough picture of how the variable varies in the population, a sample of size 20 might not be large enough for the Central Limit Theorem to kick in and ensure that x-bar has a normal distribution."
_u5_inference,_m1_inference_one_variable,"Question 1: The National Assessment of Educational Progress (NAEP) is administered annually to 4th, 8th, and 12th graders in the United States. On the math assessment, a score above 275 is considered an indication that a student has the skills to balance a checkbook. In a random sample of 500 young men between the ages of 18 and 20, the mean NAEP math score is 272. Do we have evidence to support the claim that young men nationwide have a mean score below 275?","0: µ = 275, Ha: µ < 275, where µ is the mean NAEP score for young men in the United States."
_u5_inference,_m1_inference_one_variable,"Question 2: The National Center for Health Statistics reports that the systolic blood pressure for males 35 to 44 years of age has a mean of 128. In a study of business executives, a random sample of 100 executives has a mean systolic blood pressure of 134. Do the data suggest that the mean systolic blood pressure for business executives is higher than 128?","H 0: µ = 128, Ha: µ > 128, where µ is the mean systolic blood pressure for business executives."
_u5_inference,_m1_inference_one_variable,"Question 3: An analytical chemistry lab is conducting quality control tests on a drug. A single dosage of the drug should contain 8 mg of active ingredient. Of course, there will be a small amount of variability due to imperfections in the production process, but the mean of all dosages produced should be 8 mg. In 20 random samples, the mean amount of active ingredient is 7.7 mg. Do the data suggest that the mean amount of active ingredient in all dosages produced is different from 8 mg?","H 0: µ = 8, Ha: µ≠ 8, where µ is the mean amount of active ingredient in all drug dosages produced."
_u5_inference,_m1_inference_one_variable,"Before we do any kind of analysis, what do you think should be the smallest sample size for which a sample mean SAT-M of 550 would be enough evidence to reject Ho and conclude that μ is greater than 500? Use your intuition and personal feelings. There is no right or wrong answer here.",There is no right or wrong answer here. My guess would be n = 10.
_u5_inference,_m1_inference_one_variable,Was your guess in question 1 about right?,None
_u5_inference,_m1_inference_one_variable,"State the null and alternative hypotheses, and define clearly what the parameter μ represents.","Let μ be the mean pregnancy length of women who smoke and/or drink alcohol during their pregnancy. Since we want to test whether pregnancy length of women who smoke and/or drink alcohol during pregnancy is shorter than women in general, we are testing:H0: μ = 266Ha: μ < 266"
_u5_inference,_m1_inference_one_variable,"Have the conditions that allow us to safely use the z-test been met? Support your answer with appropriate graphs, if needed.","There are two conditions we need to check:(i) The sample is random.(ii) We are not told whether pregnancy length varies normally, so in order to check whether the sample size (n = 25) is large enough to ensure that the Central Limit Theorem ""kicks in,"" we would need to look at the data using a histogram and verify that it is not extremely skewed and/or have outliers.Here is the histogram of the data.In fact, the data are slightly skewed to the right and include no outliers, so n = 25 should be more than enough."
_u5_inference,_m1_inference_one_variable,"State the test statistic, interpret its value, and show how it was found.","RHere is the R output:Based on the output, the sample mean pregnancy length of the 25 women is 259.68. In addition, we know that: n = 25, μ = 266 and σ = 16. The test statistic is therefore:as given in the output. This means that the sample mean is almost 2 standard deviations below the null value.StatCrunchHere is the StatCrunch output:Based on the output, the sample mean pregnancy length of the 25 women is 259.68. In addition, we know that: n = 25, μ = 266 and σ = 16. The test statistic is therefore:= 259.68 - 266.1625 = -1.975as given in the output. This means that the sample mean is almost 2 standard deviations below the null value.MinitabBased on the output, the sample mean pregnancy length of the 25 women is 259.68. In addition we know that: n = 25, μ = 266 and σ = 16. The test statistic is therefore:as given in the output. This means that the sample mean is almost 2 standard deviations below the null value.Excel 2007Based on the dataset, the sample mean pregnancy length of the 25 women is 259.68. In addition, we know that: n = 25, μ = 266 and σ = 16. The test statistic is therefore:This means that the sample mean is almost 2 standard deviations below the null value.TI CalculatorBased on the output, the sample mean pregnancy length of the 25 women is 259.68. In addition, we know that: n = 25, μ = 266 and σ = 16. The test statistic is therefore:as given in the output. This means that the sample mean is almost 2 standard deviations below the null value."
_u5_inference,_m1_inference_one_variable,"State the p-value, and draw your conclusions in context.","RThe p-value is 0.024, which (using the 0.05 significance level) is small enough to indicate that the results are significant. In other words, the data provide enough evidence to reject Ho and conclude that the mean pregnancy length of women who smoke and/or drink alcohol during pregnancy is smaller than the mean pregnancy length of women in general.StatCrunchThe p-value is 0.024, which (using the 0.05 significance level) is small enough to indicate that the results are significant. In other words, the data provide enough evidence to reject Ho and conclude that the mean pregnancy length of women who smoke and/or drink alcohol during pregnancy is smaller than the mean pregnancy length of women in general.MinitabThe p-value is .024, which (using the .05 significance level) is small enough to indicate that the results are significant. In other words, the data provide enough evidence to reject Ho and conclude that the mean pregnancy length of women who smoke and/or drink alcohol during pregnancy is smaller than the mean pregnancy length of women in general.Excel 2007Using the Excel function NORMSDIST(-1.97), we find that the p-value is .024. At the .05 significance level, this p-value is small enough to indicate that the results are significant. In other words, the data provide enough evidence to reject Ho and conclude that the mean pregnancy length of women who smoke and/or drink alcohol during pregnancy is smaller than the mean pregnancy length of women in general.TI CalculatorThe p-value is .024, which (using the .05 significance level) is small enough to indicate that the results are significant. In other words, the data provide enough evidence to reject Ho and conclude that the mean pregnancy length of women who smoke and/or drink alcohol during pregnancy is smaller than the mean pregnancy length of women in general."
_u5_inference,_m1_inference_one_variable,"State the null and alternative hypotheses, and define clearly what the parameter μ represents.","The parameter μ represents the mean number of miles/gallon for all two-seater automobiles. Since we wish to find out if this number is greater than 20, the hypotheses would be:H0: μ = 20Ha: μ > 20"
_u5_inference,_m1_inference_one_variable,"Have the conditions that allow us to safely use the z-test been met? Support your answer with appropriate graphs, if needed.","There are two conditions we need to check: (i) that the sample is random, and (ii) that the Central Limit Theorem has been satisfied.(i) Since the data were collected by the EPA (a federal government agency) we can be assured that good statistical sampling was done.Here is the histogram of the data. Although it is somewhat skewed to the left, the sample size is 71, which is more than 30. So, the skew does not matter."
_u5_inference,_m1_inference_one_variable,"State the test statistic, interpret its value, and show how it was found.","RHere is the output:The sample mean for the 71 two-seater automobiles is 20.380. We also know that μ = 20 and σ = 4.7. The test statistic can therefore be found using this equation:A test statistic of 0.68 means that the sample mean is less than 1 standard deviation above the null value.StatCrunchHere is the StatCrunch output:The sample mean for the 71 two-seater automobiles is 20.380. We also know that μ = 20 and σ = 4.7. The test statistic can therefore be found using this equation:= 20.380 - 204.771 = 0.68A test statistic of 0.68 means that the sample mean is less than 1 standard deviation above the null value.MinitabHere is the Minitab output:The sample mean for the 71 two-seater automobiles is 20.380. We also know that μ = 20 and σ = 4.7. The test statistic can therefore be found using this equation:A test statistic of 0.68 means that the sample mean is less than 1 standard deviation above the null value.Excel 2007Based on the dataset, the sample mean for the 71 two-seater automobiles is 20.380. We also know that μ = 20 and σ = 4.7. The test statistic is therefore:A test statistic of 0.68 means that the sample mean is less than 1 standard deviation above the null value.TI CalculatorHere is the output:The sample mean for the 71 two-seater automobiles is 20.380. We also know that μ = 20 and σ = 4.7. The test statistic can therefore be found using this equation:A test statistic of 0.68 means that the sample mean is less than 1 standard deviation above the null value."
_u5_inference,_m1_inference_one_variable,State the p-value and draw conclusions based on the context of the problem.,The p-value of 0.248 (using the .05 level of significance) tells us that the data do not provide sufficient evidence to reject the null hypothesis that the combined city and highway mpg for two-seater automobiles is 20.None
_u5_inference,_m1_inference_one_variable,Let μ be the mean number of alcoholic beverages that students in the college drink in a typical week. State the hypotheses that are being tested in this problem.,We would like to test whether or not μ is the same as the national mean (4.73) and therefore we are testing:Ho: μ = 4.73a: μ ≠ 4.73
_u5_inference,_m1_inference_one_variable,a. Look at the data using a histogram and describe the shape of the distribution. b. Explain why the conditions that allow us to safely use the t-test are met regardless of your findings in (a).,"a. Clickhere to see the histogram of the data. The distribution of the data is extremely skewed to the right and has high outliers.b. The conditions are met since: (i) The sample is random and (ii) The sample size is large enough (n = 75) for the Central Limit Theorem to kick in and ensure that sample means vary normally, despite the fact that the distribution of the variable of interest (number of alcoholic drinks per week) is extremely skewed to the right, with high outliers."
_u5_inference,_m1_inference_one_variable,"State the test statistic, interpret its value and show how it was found.","RHere is the R output:The test statistic, t = -1.83, is calculated as follows:The sample mean is 1.83 standard errors below the null value.StatCrunchHere is the StatCrunch output:The test statistic is:3.93333 - 4.7337 = -1.83The sample mean is 1.83 standard errors below the null value.MinitabHere is the Minitab output:The test statistic is:The sample mean is 1.83 standard errors below the null value.Excel 2007Using Excel, we find:x-bar: 3.933s: 3.775We already know that μo = 4.73 and n = 75 from reading the problem statement, so we can calculate t:What this tells us is that the sample mean is 1.83 standard errors below the null value.TI CalculatorHere is the output:The test statistic is:The sample mean is 1.83 standard errors below the null value."
_u5_inference,_m1_inference_one_variable,"Based on the p-value, draw your conclusions in context.","RThe p-value is 0.072, which at the 0.05 significance level indicates that the results are not significant. The data, therefore, do not provide enough evidence to reject Ho and conclude that the mean number of alcoholic drinks that students at the college consume in a typical week is different from 4.73, the mean of college students in general.StatCrunchThe p-value is 0.072, which at the 0.05 significance level indicates that the results are not significant. The data, therefore, do not provide enough evidence to reject Ho and conclude that the mean number of alcoholic drinks that students at the college consume in a typical week is different from 4.73, the mean of college students in general.MinitabHere is the Minitab output:The p-value is .072, which at the .05 significance level indicates that the results are not significant. The data, therefore, do not provide enough evidence to reject Ho and conclude that the mean number of alcoholic drinks that students at the college consume in a typical week is different from 4.73, the mean of college students in general.Excel 2007Using the TDIST function in Excel, we find that the p-value is .071, which at the .05 significance level indicates that the results are not significant. The data, therefore, do not provide enough evidence to reject Ho and conclude that the mean number of alcoholic drinks that students at the college consume in a typical week is different from 4.73, the mean of college students in general.TI CalculatorHere is the output:The p-value is .072, which at the .05 significance level indicates that the results are not significant. The data, therefore, do not provide enough evidence to reject Ho and conclude that the mean number of alcoholic drinks that students at the college consume in a typical week is different from 4.73, the mean of college students in general."
_u5_inference,_m1_inference_one_variable,"What would your conclusions be if the dean of students suspected that the mean number of alcoholic drinks that students in the college consume in a typical week is lower than the mean of U.S. college students in general? In other words, if this were a test of the hypotheses:H 0: μ = 4.73 drinks per weekHa: μ < 4.73 drinks per week","RIn this case, we would test:H0: μ = 4.73Ha: μ < 4.73The p-value for this test would be 0.072/2 = 0.036 (half that of the two-sided test). At the 0.05 significance level we would therefore reject H0 and conclude that the data provide evidence that the mean number of alcoholic drinks that students in the college consume in a typical week is indeed lower than the mean of U.S. college students in general (as the dean suspected).StatCrunchIn this case, we would test:H0: μ = 4.73Ha: μ < 4.73The p-value for this test would be 0.072/2 = 0.036 (half that of the two-sided test). At the 0.05 significance level we would therefore reject H0 and conclude that the data provide evidence that the mean number of alcoholic drinks that students in the college consume in a typical week is indeed lower than the mean of U.S. college students in general (as the dean suspected).MinitabIn this case, we would test:H0: μ = 4.73Ha: μ < 4.73The p-value for this test would be 0.072/2 = 0.036 (half that of the two-sided test). At the 0.05 significance level we would therefore reject H0 and conclude that the data provide evidence that the mean number of alcoholic drinks that students in the college consume in a typical week is indeed lower than the mean of U.S. college students in general (as the dean suspected).Excel 2007In this case, we would test:H0: μ = 4.73Ha: μ < 4.73The p-value for this test would be 0.071/2 = 0.0355 (half that of the two-sided test). At the 0.05 significance level we would therefore reject H0 and conclude that the data provide evidence that the mean number of alcoholic drinks that students in the college consume in a typical week is indeed lower than the mean of U.S. college students in general (as the dean suspected).TI CalculatorIn this case, we would test:H0: μ = 4.73Ha: μ < 4.73The p-value for this test would be 0.072/2 = 0.036 (half that of the two-sided test). At the 0.05 significance level we would therefore reject H0 and conclude that the data provide evidence that the mean number of alcoholic drinks that students in the college consume in a typical week is indeed lower than the mean of U.S. college students in general (as the dean suspected)."
_u5_inference,_m1_inference_one_variable,"Now suppose that instead of the 75 students having been randomly selected from the entire student body, the 75 students had been randomly selected only from the engineering classes at the college (for the sake of convenience). Address the following two issues regarding the effect of such a change in the study design: a. Would we still be mathematically justified in using the t-test for obtaining conclusions, as we did previously? b. Would the resulting conclusions still address the question of interest (which, remember, was to investigate the drinking habits of the students at the college as whole)?","a. Yes, the t-procedure is still mathematically justified, since the sample size is still 75 (and inference is still justified because the sample is still random).b. No, the resulting conclusion would no longer address the question of interest, because the sampling frame (all students in the engineering classes) no longer matches the population of interest (all students in the entire college). The inferential conclusion from the t-test would only allow us to make conclusions about studentsin the engineering classes (i.e., about the group from which the sample was randomly selected). Art majors or humanities majors, for instance, probably don’t take engineering and therefore would not have been represented in the (altered) study. So the conclusions from this (altered) study design would not be valid for the college as a whole."
_u5_inference,_m1_inference_one_variable,"Note that the sample proportion of defective products is 0.195. Regardless of whether the results are statistically significant or not, comment on the practical implication of the results.","A sample proportion of 0.195 (19.5% defective products) tells us that practically, the repair was ineffective in reducing the proportion of defective products. It is hard to imagine a situation where a company would consider a reduction of 0.5% a practically important reduction in the proportion of defective products.None"
_u5_inference,_m1_inference_one_variable,"Based on the output, comment on the (statistical) significance of the results, and state your conclusions in context.","RHere is the R output:Based on the large p-value (0.401) we conclude that the results are not statistically significant. In other words, the data do not provide evidence to conclude that the proportion of defective products has been reduced.StatCrunchHere is the StatCrunch output:Based on the large p-value (.401) we conclude that the results are not statistically significant. In other words, the data do not provide evidence to conclude that the proportion of defective products has been reduced.MinitabHere is the Minitab output:Based on the large p-value (.401) we conclude that the results are not statistically significant. In other words, the data do not provide evidence to conclude that the proportion of defective products has been reduced.Excel 2007Here are the results of our test:X: 78n: 400p-hat: 0.195z: -0.25p-value: 0.401Based on the large p-value (.401) we conclude that the results are not statistically significant. In other words, the data do not provide evidence to conclude that the proportion of defective products has been reduced.TI CalculatorHere is the output:Based on the large p-value (.401) we conclude that the results are not statistically significant. In other words, the data do not provide evidence to conclude that the proportion of defective products has been reduced."
_u5_inference,_m1_inference_one_variable,"Carry out the test. Based on the output, comment on the (statistical) significance of the results and state your conclusions in context.","RHere is the R output:Even though the sample results are similar to what we got before (sample proportion of 0.195), since they are based on a much larger sample (20,000 compared to 400) now they are statistically significant (at the .05 level, since 0.039 is less than 0.05). In this case, we can therefore reject Ho and conclude that the repair reduced the proportion of defective products to below 0.20.Summary: This is perhaps an ""extreme"" example, yet it is effective in illustrating the important distinction between practical importance and statistical significance. A reduction of 0.005 (or .5%) in the proportion of defective products probably does not carry any practical importance, however, because of the large sample size, this reduction is statistically significant. In general, with a sufficiently large sample size you can make any result that has very little practical importance statistically significant. This suggests that when interpreting the results of a test, you should always think not only about the statistical significance of the results but also about their practical importance.StatCrunchHere is the StatCrunch output:Even though the sample results are similar to what we got before (sample proportion of .195), since they are based on a much larger sample ( 20,000 compared to 400 ) now they are statistically significant (at the .05 level, since .039 is less than .05). In this case, we can therefore reject H0 and conclude that the repair reduced the proportion of defective products below .20.Summary: This is perhaps an “extreme” example, yet it is effective in illustrating the important distinction between practical importance and statistical significance. A reduction of .005 (or 0.5%) in the proportion of defective products probably does not carry any practical importance, however, because of the large sample size, this reduction is statistically significant. In general, with a sufficiently large sample size you can make any result that has very little practical importance statistically significant. This suggests that when interpreting the results of a test, you should always think not only about the statistical significance of the results but also about their practical importance.MinitabHere is the Minitab output:Even though the sample results are similar to what we got before (sample proportion of .195), since they are based on a much larger sample (20,000 compared to 400) now they are statistically significant (at the .05 level, since .039 is less than .05). In this case, we can therefore reject Ho and conclude that the repair reduced the proportion of defective products to below .20.Summary: This is perhaps an ""extreme"" example, yet it is effective in illustrating the important distinction between practical importance and statistical significance. A reduction of .005 (or .5%) in the proportion of defective products probably does not carry any practical importance, however, because of the large sample size, this reduction is statistically significant. In general, with a sufficiently large sample size you can make any result that has very little practical importance statistically significant. This suggests that when interpreting the results of a test, you should always think not only about the statistical significance of the results but also about their practical importance.Excel 2007Here are the results of our test:X: 3,900n: 20,000p-hat: 0.195z: -1.77p-value: 0.039Even though the sample results are similar to what we got before (sample proportion of .195), since they are based on a much larger sample (20,000 compared to 400) now they are statistically significant (at the .05 level, since .039 is less than .05). In this case, we can therefore reject Ho and conclude that the repair reduced the proportion of defective products to below .20.Summary: This is perhaps an ""extreme"" example, yet it is effective in illustrating the important distinction between practical importance and statistical significance. A reduction of .005 (or .5%) in the proportion of defective products probably does not carry any practical importance, however, because of the large sample size, this reduction is statistically significant. In general, with a sufficiently large sample size you can make any result that has very little practical importance statistically significant. This suggests that when interpreting the results of a test, you should always think not only about the statistical significance of the results but also about their practical importance.TI CalculatorIf you enter:and chooseCALCULATE, then pressENTER, you should see:Even though the sample results are similar to what we got before (sample proportion of .195), since they are based on a much larger sample (20,000 compared to 400) now they are statistically significant (at the .05 level, since .039 is less than .05). In this case, we can therefore reject Ho and conclude that the repair reduced the proportion of defective products to below .20.Summary: This is perhaps an ""extreme"" example, yet it is effective in illustrating the important distinction between practical importance and statistical significance. A reduction of .005 (or .5%) in the proportion of defective products probably does not carry any practical importance, however, because of the large sample size, this reduction is statistically significant. In general, with a sufficiently large sample size you can make any result that has very little practical importance statistically significant. This suggests that when interpreting the results of a test, you should always think not only about the statistical significance of the results but also about their practical importance."
_u5_inference,_m1_inference_one_variable,"Based on the data, find a 95% confidence interval for p and interpret it in context. Recall that the formula for that is:","Since the sample proportion of contaminated drinking water isthe 95% confidence interval for p isThis means that, based on the data, we are 95% confident that the proportion of contaminated drinking water on airplanes is between 9% and 16.4%."
_u5_inference,_m1_inference_one_variable,"Find the 95% confidence interval for p using Minitab, paste the relevant output in the window below, and compare it to what you found when you calculated it yourself (it should be pretty similar except for some rounding error).",None Here is the Minitab output:
_u5_inference,_m1_inference_one_variable,Write down the null and alternative hypotheses in the space provided below:,None 0: p = 0.593a: p > 0.593
_u5_inference,_m1_inference_one_variable,Write down the null and alternative hypotheses in the space provided below:,"None The casino is testing p, the overall proportion of 1s this die would give (if it could be rolled forever). They want to test whether the die is perfectly balanced—that is, they want to test whether p for this die is equal to the theoretical value of 0.167. The null hypothesis (the presumption of ""no problem"" or the ""presumption of innocence"" for the die) is H0: p = 0.167.Alternatively, if the die is not properly balanced one way or another, then the proportion of 1s would be different from the theoretical value, so the alternative hypothesis is Ha: p ≠ 0.167. (Note that the hypotheses should be formulated before looking at the data, so the alternative hypothesis is properly p ≠ 0.167 rather than p < 0.167.)So the hypotheses are:Null: p = 0.167"
_u5_inference,_m1_inference_one_variable,"Based on the data, what is the sample proportion of Internet households that use a dial-up connection?",None
_u5_inference,_m1_inference_one_variable,Interpret the meaning of the p-value as a probability statement that relates to this scenario.,"Here are several ways you could describe the p-value:This p-value of 0.024 tells us that it is very unlikely to get data like those observed, assuming H0 is true. (This is the least precise description of the four given here.)The p-value is the probability of observing a test statistic as large as 1.98 or larger, assuming H0 is true.The p-value is the probability of observing a sample proportion that is 1.98 standard deviations or more above p0 = 0.55, assuming that the true population proportion is 0.55.The p-value is the probability of observing a sample proportion of 0.608 or higher in a random sample of size 293 when the true population proportion is 0.55.Check your response to make sure it includes the following elements:(a) The p-value is a probability.(b) The probability is based on the assumption that H0 is true.a contains "">"") what we observed in the data."
