Unit,Module,Sentences
_u3_producing_data,_m2_design,"The researchers ""take control"" of the values of the explanatory variable because they want to see how changes in the value of the explanatory variable affect the response variable."
_u3_producing_data,_m2_design,"(Note: By nature, any experiment involves at least two variables."
_u3_producing_data,_m2_design,")The type of design used, and the details of the design, are crucial, since they will determine what kind of conclusions we may draw from the results."
_u3_producing_data,_m2_design,"In particular, when studying relationships in the Exploratory Data Analysis unit, we stressed that an association between two variables does not guarantee that a causal relationship exists."
_u3_producing_data,_m2_design,"In this module, we will explore how the details of a study design play a crucial role in determining our ability to establish evidence of causation."
_u3_producing_data,_m2_design,Here is how this module is organized: We'll start this module by learning how to identify study types.
_u3_producing_data,_m2_design,"In particular, we will highlight the distinction between observational studies and experiments."
_u3_producing_data,_m2_design,We will then discuss each of the three study designs mentioned above.
_u3_producing_data,_m2_design,"We'll discuss observational studies, focusing on why it is difficult to establish causation in these type of studies, as well as other possible flaws."
_u3_producing_data,_m2_design," Sample Surveys A sample survey is a particular type of observational study in which individuals report variables' values themselves, frequently by giving their opinions."
_u3_producing_data,_m2_design,"Researchers have several options to choose from when deciding how to survey the individuals involved: in person, or via telephone, Internet, or mail."
_u3_producing_data,_m2_design,The following issues in the design of sample surveys will be discussed: * open vs. closed questions * unbalanced response options * leading questions * planting ideas with questions * complicated questions * sensitive questions These issues are best illustrated with a variety of concrete examples.
_u3_producing_data,_m2_design,"Suppose you want to determine the musical preferences of all students at your university, based on a sample of students."
_u3_producing_data,_m2_design,"In the Sampling section, we discussed various ways to obtain the sample, such as taking a simple random sample from all students at the university, then contacting the chosen subjects via email to request their responses and following up with a second email to those who did not respond the first time."
_u3_producing_data,_m2_design,"This method would ensure a sample that is fairly representative of the entire population of students at the university, and avoids the bias that might result from a flawed designs such as a convenience sample or a volunteer sample.However, even if we managed to select a representative sample for a survey, we are not yet home free: we must still compose the survey question itself so that the information we gather from the sampled students correctly represents what is true about their musical preferences."
_u3_producing_data,_m2_design,"Let us consider some possibilities: Question: ""What is your favorite kind of music?"
_u3_producing_data,_m2_design,"""This is what we call an open question, which allows for almost unlimited responses."
_u3_producing_data,_m2_design,It may be difficult to make sense of all the possible categories and subcategories of music that survey respondents could come up with.
_u3_producing_data,_m2_design,"Some may be more general than what you had in mind (""I like modern music the best"") and others too specific (""I like Japanese alternative electronic rock by Cornelius"")."
_u3_producing_data,_m2_design,"Responses are much easier to handle if they come from a closed question: Question: Which of these types of music do you prefer: classical, rock, pop, or hip-hop?What will happen if a respondent is asked the question as worded above, and he or she actually prefers jazz or folk music or gospel?"
_u3_producing_data,_m2_design,"He or she may pick a second-favorite from the options presented, or try to pencil in the real preference, or may just not respond at all."
_u3_producing_data,_m2_design,"Whatever the outcome, it is likely that overall, the responses to the question posed in this way will not give us very accurate information about general music preferences."
_u3_producing_data,_m2_design,"If a closed question is used, then great care should be taken to include all the reasonable options that are possible, including ""not sure."""
_u3_producing_data,_m2_design,"Also, in case an option was overlooked, ""other:___________"" should be included for the sake of thoroughness."
_u3_producing_data,_m2_design,"Many surveys ask respondents to assign a rating to a variable, such as in the following: Question: How do you feel about classical music?"
_u3_producing_data,_m2_design,"Circle one of these: I love it, I like it very much, I like it, I don't like it, I hate it.Notice that the options provided are rather ""top-heavy,"" with three favorable options vs. two unfavorable."
_u3_producing_data,_m2_design,"If someone feels somewhat neutral, they may opt for the middle choice, ""I like it,"" and a summary of the survey's results would distort the respondents' true opinions."
_u3_producing_data,_m2_design,"Some survey questions are either deliberately or unintentionally biased towards certain responses: Question: ""Do you agree that classical music is the best type of music, because it has survived for centuries and is not only enjoyable, but also intellectually rewarding?"
_u3_producing_data,_m2_design,(Answer yes or no.
_u3_producing_data,_m2_design,")""This sort of wording puts ideas in people's heads, urging them to report a particular opinion."
_u3_producing_data,_m2_design,"One way to test for bias in a survey question is to ask yourself, ""Just from reading the question, would a respondent have a good idea of what response the surveyor is hoping to elicit?"""
_u3_producing_data,_m2_design,"A sample survey is a particular type of observational study in which individuals report variables' values themselves, frequently by giving their opinions."
_u3_producing_data,_m2_design,"Researchers have several options to choose from when deciding how to survey the individuals involved: in person, or via telephone, Internet, or mail."
_u3_producing_data,_m2_design,The following issues in the design of sample surveys will be discussed: * open vs. closed questions * unbalanced response options * leading questions * planting ideas with questions * complicated questions * sensitive questions These issues are best illustrated with a variety of concrete examples.
_u3_producing_data,_m2_design,"Suppose you want to determine the musical preferences of all students at your university, based on a sample of students."
_u3_producing_data,_m2_design,"In the Sampling section, we discussed various ways to obtain the sample, such as taking a simple random sample from all students at the university, then contacting the chosen subjects via email to request their responses and following up with a second email to those who did not respond the first time."
_u3_producing_data,_m2_design,"This method would ensure a sample that is fairly representative of the entire population of students at the university, and avoids the bias that might result from a flawed designs such as a convenience sample or a volunteer sample.However, even if we managed to select a representative sample for a survey, we are not yet home free: we must still compose the survey question itself so that the information we gather from the sampled students correctly represents what is true about their musical preferences."
_u3_producing_data,_m2_design,"Let us consider some possibilities: Question: ""What is your favorite kind of music?"
_u3_producing_data,_m2_design,"""This is what we call an open question, which allows for almost unlimited responses."
_u3_producing_data,_m2_design,It may be difficult to make sense of all the possible categories and subcategories of music that survey respondents could come up with.
_u3_producing_data,_m2_design,"Some may be more general than what you had in mind (""I like modern music the best"") and others too specific (""I like Japanese alternative electronic rock by Cornelius"")."
_u3_producing_data,_m2_design,"Responses are much easier to handle if they come from a closed question: Question: Which of these types of music do you prefer: classical, rock, pop, or hip-hop?What will happen if a respondent is asked the question as worded above, and he or she actually prefers jazz or folk music or gospel?"
_u3_producing_data,_m2_design,"He or she may pick a second-favorite from the options presented, or try to pencil in the real preference, or may just not respond at all."
_u3_producing_data,_m2_design,"Whatever the outcome, it is likely that overall, the responses to the question posed in this way will not give us very accurate information about general music preferences."
_u3_producing_data,_m2_design,"If a closed question is used, then great care should be taken to include all the reasonable options that are possible, including ""not sure."""
_u3_producing_data,_m2_design,"Also, in case an option was overlooked, ""other:___________"" should be included for the sake of thoroughness."
_u3_producing_data,_m2_design,"Many surveys ask respondents to assign a rating to a variable, such as in the following: Question: How do you feel about classical music?"
_u3_producing_data,_m2_design,"Circle one of these: I love it, I like it very much, I like it, I don't like it, I hate it.Notice that the options provided are rather ""top-heavy,"" with three favorable options vs. two unfavorable."
_u3_producing_data,_m2_design,"If someone feels somewhat neutral, they may opt for the middle choice, ""I like it,"" and a summary of the survey's results would distort the respondents' true opinions."
_u3_producing_data,_m2_design,"Some survey questions are either deliberately or unintentionally biased towards certain responses: Question: ""Do you agree that classical music is the best type of music, because it has survived for centuries and is not only enjoyable, but also intellectually rewarding?"
_u3_producing_data,_m2_design,(Answer yes or no.
_u3_producing_data,_m2_design,")""This sort of wording puts ideas in people's heads, urging them to report a particular opinion."
_u3_producing_data,_m2_design,"One way to test for bias in a survey question is to ask yourself, ""Just from reading the question, would a respondent have a good idea of what response the surveyor is hoping to elicit?"""
_u3_producing_data,_m2_design,In this module we distinguished among different types of studies and learned the details of each type of study design.
_u3_producing_data,_m2_design,"By doing so, we also expanded our understanding of the issue of establishing causation that was first discussed in the previous unit of the course."
_u3_producing_data,_m2_design,"In the Exploratory Data Analysis unit, we learned that in general, association does not imply causation, due to the fact that lurking variables might be responsible for the association we observe, which means we cannot establish that there is a causal relationship between our ""explanatory"" variable and our response variable."
_u3_producing_data,_m2_design,In this module we completed the causation puzzle by learning under what circumstances an observed association between variables CAN be interpreted as causation.
_u3_producing_data,_m2_design,"We saw that in observational studies, the best we can do is to control for what we think might be potential lurking variables, but we can never be sure that there aren't any others that we didn't anticipate."
_u3_producing_data,_m2_design,"Therefore, we can come closer to establishing causation, but never really establish it."
_u3_producing_data,_m2_design,"The only way we can, at least in theory, eliminate the effect of (or control for) ALL lurking variables is by conducting a randomized control experiment, in which subjects are randomly assigned to one of the treatment groups."
_u3_producing_data,_m2_design,Only in this case can we interpret an observed association as causation.
_u3_producing_data,_m2_design,"Obviously, due to ethical or other practical reasons, not every study can be conducted as a randomized experiment."
_u3_producing_data,_m2_design,"Where possible, however, a double-blind randomized control experiment is about the best study design we can use."
_u3_producing_data,_m2_design,Another very common study design is the survey.
_u3_producing_data,_m2_design,"While a survey is a special kind of observational study, it really is treated as a separate design, since it is so common and is the type of study that the general public is most often exposed to (polls)."
_u3_producing_data,_m2_design,"It is important that we be aware of the fact that the wording, ordering, or type of questions asked in a poll could have a impact on the response."
_u3_producing_data,_m2_design,"In order for a survey's results to be reliable, these issues should be carefully considered when the survey is designed."
_u3_producing_data,_m2_design,"End of Section Questions Before you do the checkpoint activity, please evaluate your understanding of the learning objectives for the Producing Data unit and use the first My Response link below to ask any questions you might have about the material that you would like the instructor to address."
_u3_producing_data,_m2_design,Your questions can be for clarification of the material or further insight.
_u3_producing_data,_m2_design,"Your self-evaluation and questions may also shape the discussions in class.Your response will not be graded, but will be available for your instructor to read."
_u3_producing_data,_m2_design,Checkpoint This checkpoint will test your understanding of the material you have learned in this module.
_u3_producing_data,_m2_design,"Before you do the checkpoint activity, please evaluate your understanding of the learning objectives for the Producing Data unit and use the first My Response link below to ask any questions you might have about the material that you would like the instructor to address."
_u3_producing_data,_m2_design,Your questions can be for clarification of the material or further insight.
_u3_producing_data,_m2_design,In this module we distinguished among different types of studies and learned the details of each type of study design.
_u3_producing_data,_m2_design,"By doing so, we also expanded our understanding of the issue of establishing causation that was first discussed in the previous unit of the course."
_u3_producing_data,_m2_design,"In the Exploratory Data Analysis unit, we learned that in general, association does not imply causation, due to the fact that lurking variables might be responsible for the association we observe, which means we cannot establish that there is a causal relationship between our ""explanatory"" variable and our response variable."
_u3_producing_data,_m2_design,In this module we completed the causation puzzle by learning under what circumstances an observed association between variables CAN be interpreted as causation.
_u3_producing_data,_m2_design,"We saw that in observational studies, the best we can do is to control for what we think might be potential lurking variables, but we can never be sure that there aren't any others that we didn't anticipate."
_u3_producing_data,_m2_design,"Therefore, we can come closer to establishing causation, but never really establish it."
_u3_producing_data,_m2_design,"The only way we can, at least in theory, eliminate the effect of (or control for) ALL lurking variables is by conducting a randomized control experiment, in which subjects are randomly assigned to one of the treatment groups."
_u3_producing_data,_m2_design,Only in this case can we interpret an observed association as causation.
_u3_producing_data,_m2_design,"Obviously, due to ethical or other practical reasons, not every study can be conducted as a randomized experiment."
_u3_producing_data,_m2_design,"Where possible, however, a double-blind randomized control experiment is about the best study design we can use."
_u3_producing_data,_m2_design,Another very common study design is the survey.
_u3_producing_data,_m2_design,"While a survey is a special kind of observational study, it really is treated as a separate design, since it is so common and is the type of study that the general public is most often exposed to (polls)."
_u3_producing_data,_m2_design,"It is important that we be aware of the fact that the wording, ordering, or type of questions asked in a poll could have a impact on the response."
_u3_producing_data,_m2_design,"In order for a survey's results to be reliable, these issues should be carefully considered when the survey is designed."
_u3_producing_data,x-oli-workbook_page,"sampling, and the second stage is called study design.sample be truly representative of the larger population."
_u3_producing_data,x-oli-workbook_page,"For example, if researchers want to determine whether the antidepressant Zoloft is effective for teenagers in general, then it would not be a good idea to only test it on a sample of teens who have been admitted to a psychiatric hospital, because their depression may be more severe, and less treatable, than that of teens in general."
_u3_producing_data,x-oli-workbook_page,"Thus, the very first stage in data production, sampling, must be carried out in such a way that the sample really does represent the population of interest.design for producing data must be considered carefully."
_u3_producing_data,x-oli-workbook_page,Studies should be designed to discover what we want to know about the variables of interest for the individuals in the sample.
_u3_producing_data,x-oli-workbook_page,"In particular, if what you want to know about the variables is whether there is a causal relationship between them, special care should be given to the design of the study (since, as we know, association does not imply causation).biased."
_u3_producing_data,x-oli-workbook_page,"Recall ""The Big Picture,"" the four-step process that encompasses statistics: data production, exploratory data analysis, probability, and inference."
_u3_producing_data,x-oli-workbook_page,"In the previous unit, we considered exploratory data analysis—the discovery of patterns in the raw data."
_u3_producing_data,x-oli-workbook_page,"In this unit, we go back and examine the first step in the process: the production of data."
_u3_producing_data,x-oli-workbook_page,"In this unit, we discussed the first step in the big picture of statistics— production of data."
_u3_producing_data,x-oli-workbook_page,"Production of data happens in two stages: sampling and study design.Our goal in sampling is to get a sample that represents the population of interest well, so that when we get to the inference stage, making conclusions based on this sample about the entire population will make sense."
_u3_producing_data,x-oli-workbook_page,"We discussed several biased sampling plans, but also introduced the ""family"" of probability sampling plans, the simplest of which is the simple random sample, that (at least in theory) are supposed to provide a sample that is not subject to any biases.In the section on study design, we introduced 3 types of design: observational study, controlled experiment, and sample survey."
_u3_producing_data,x-oli-workbook_page,"We saw that with observational studies it is difficult to establish convincing evidence of a causal relationship, because of lack of control over outside variables (called lurking variables)."
_u3_producing_data,x-oli-workbook_page,"Other pitfalls that may arise are that individuals' behaviors may be affected if they know they are participating in an observational study, and that individuals' memories may be faulty if they are asked to recall information from the past."
_u3_producing_data,x-oli-workbook_page,"Experiments allow researchers to take control of lurking variables by randomized assignment to treatments, which helps provide more convincing evidence of causation."
_u3_producing_data,x-oli-workbook_page,The design may be enhanced by making sure that subjects and/or researchers are blind to who receives what treatment.
_u3_producing_data,x-oli-workbook_page,"Depending on what relationship is being researched, it may be difficult to design an experiment whose setting is realistic enough that we can safely generalize the conclusions to real life.Another reason that observational studies are utilized rather than experiments is that certain explanatory variables—such as income or alcohol intake—either cannot or should not be controlled by researchers."
_u3_producing_data,x-oli-workbook_page,"Sample surveys are occasionally used to examine relationships, but often they assess values of many separate variables, such as respondents' opinions on various matters."
_u3_producing_data,x-oli-workbook_page,"Survey questions should be designed carefully, in order to ensure unbiased assessment of the variables' values.Throughout this unit, we established guidelines for the ideal production of data, which should be held as standards to strive for."
_u3_producing_data,x-oli-workbook_page,"Realistically, however, it is rarely possible to carry out a study which is completely free of flaws."
_u4_probability,_m1_finding_probability,"In the previous module, we introduced probability as a way to quantify the uncertainty that arises from conducting experiments using a random sample of the population of interest."
_u4_probability,_m1_finding_probability,"We saw that the probability of an event (for example, the event that a randomly chosen person has blood type O) can be estimated by the relative frequency with which the event occurs in a long series of trials."
_u4_probability,_m1_finding_probability,So we would collect data from lots of individuals to estimate the probability of someone having blood type O.
_u4_probability,_m1_finding_probability,"In this module, we’ll first reintroduce probability, but this time in a more formal way, in a section called Sample Spaces and Events."
_u4_probability,_m1_finding_probability,"So far in our study of probability, you have been introduced to the sometimes counterintuitive nature of probability and the fundamentals that underlie probability, such as random experiments, sample spaces, and relative frequency."
_u4_probability,_m1_finding_probability,We also gave you some tools to help you find the probabilities of events—namely the probability rules.
_u4_probability,_m1_finding_probability,"You probably noticed that the probability section was significantly different from the two previous sections; it has a much larger technical/mathematical component, so the results tend to be more of the ""right or wrong"" nature."
_u4_probability,_m1_finding_probability,"In the Exploratory Data Analysis section, for the most part, the computer took care of the technical aspect of things, and our tasks were to tell it to do the right thing and then interpret the results."
_u4_probability,_m1_finding_probability,"In probability, we do the work from beginning to end, from choosing the right tool (rule) to use, to using it correctly, to interpreting the results."
_u4_probability,_m1_finding_probability,"Finally, we have one piece of unfinished business left from this module."
_u4_probability,_m1_finding_probability,We have only discussed the version of the Multiplication Rule that is restricted to independent events and we still need to lift this restriction and introduce the General Multiplication Rule.
_u4_probability,_m1_finding_probability,This will be done in the next module.
_u4_probability,_m1_finding_probability,"End-of-Lesson Questions Before you do the checkpoint activity, please evaluate your understanding of the learning objectives for the Finding Probability of Events module and use the first My Response link below to ask any questions you might have about the material that you would like the instructor to address."
_u4_probability,_m1_finding_probability,Your questions can be for clarification of the material or further insight.
_u4_probability,_m1_finding_probability,"Your self-evaluation and questions may also shape the discussions in class.Your response will not be graded, but will be available for your instructor to read."
_u4_probability,_m1_finding_probability,Checkpoint This checkpoint will test your understanding of the material you have learned in this module.
_u4_probability,_m1_finding_probability,"Before you do the checkpoint activity, please evaluate your understanding of the learning objectives for the Finding Probability of Events module and use the first My Response link below to ask any questions you might have about the material that you would like the instructor to address."
_u4_probability,_m1_finding_probability,Your questions can be for clarification of the material or further insight.
_u4_probability,_m1_finding_probability,"So far in our study of probability, you have been introduced to the sometimes counterintuitive nature of probability and the fundamentals that underlie probability, such as a random experiments, sample spaces, and relative frequency."
_u4_probability,_m1_finding_probability,We also gave you some tools to help you find the probabilities of events—namely the probability rules.
_u4_probability,_m1_finding_probability,"You probably noticed that the probability section was significantly different from the two previous sections; it has a much larger technical/mathematical component, so the results tend to be more of the ""right or wrong"" nature."
_u4_probability,_m1_finding_probability,"In the Exploratory Data Analysis section, for the most part, the computer took care of the technical aspect of things, and our tasks were to tell it to do the right thing and then interpret the results."
_u4_probability,_m1_finding_probability,"In probability, we do the work from beginning to end, from choosing the right tool (rule) to use, to using it correctly, to interpreting the results."
_u4_probability,_m1_finding_probability,"Finally, we have one piece of unfinished business left from this module."
_u4_probability,_m1_finding_probability,We have only discussed the version of the Multiplication Rule that is restricted to independent events and we still need to lift this restriction and introduce the General Multiplication Rule.
_u4_probability,_m1_finding_probability,This will be done in the next module.
_u4_probability,_m2_conditional_probability," Introduction In the last module, we established the five basic rules of probability, which include the two restricted versions of the Addition Rule and Multiplication Rule: The Addition Rule for Disjoint Events and the Multiplication Rule for Independent Events."
_u4_probability,_m2_conditional_probability,We have also established a General Addition Rule for which the events need not be disjoint.
_u4_probability,_m2_conditional_probability,"In order to complete our set of rules, we still require a General Multiplication Rule for which the events need not be independent."
_u4_probability,_m2_conditional_probability,"In order to establish such a rule, however, we first need to understand the important concept of conditional probability."
_u4_probability,_m2_conditional_probability,"This module will be organized as follows: We'll first introduce the idea of conditional probability, and use it to formalize our definition of independent events, which in the first module was presented only in an intuitive way."
_u4_probability,_m2_conditional_probability,"We will then develop the General Multiplication Rule, a rule that will tell us how to find P(A and B) in cases when the events A and B are not necessarily independent."
_u4_probability,_m2_conditional_probability,"In the last module, we established the five basic rules of probability, which include the two restricted versions of the Addition Rule and Multiplication Rule: The Addition Rule for Disjoint Events and the Multiplication Rule for Independent Events."
_u4_probability,_m2_conditional_probability,We have also established a General Addition Rule for which the events need not be disjoint.
_u4_probability,_m2_conditional_probability,"In order to complete our set of rules, we still require a General Multiplication Rule for which the events need not be independent."
_u4_probability,_m2_conditional_probability,"In order to establish such a rule, however, we first need to understand the important concept of conditional probability."
_u4_probability,_m2_conditional_probability,"This module will be organized as follows: We'll first introduce the idea of conditional probability, and use it to formalize our definition of independent events, which in the first module was presented only in an intuitive way."
_u4_probability,_m2_conditional_probability,"We will then develop the General Multiplication Rule, a rule that will tell us how to find P(A and B) in cases when the events A and B are not necessarily independent."
_u4_probability,_m2_conditional_probability,"In the first part of this module, we'll introduce the concept of conditional probability."
_u4_probability,_m2_conditional_probability,The idea here is that the probabilities of certain events may be affected by whether or not other events have occurred.
_u4_probability,_m2_conditional_probability,"Let's illustrate this idea with a simple example: All the students in a certain high school were surveyed, then classified according to gender and whether they had either of their ears pierced: (Note that this is a two-way table of counts that was first introduced when we talked about the relationship between two categorical variables."
_u4_probability,_m2_conditional_probability,"It is not surprising that we are using it again in this example, since we indeed have two categorical variables here: Gender: M or F (in our notation, ""not M""), and Pierced: Yes or No)Suppose a student is selected at random from the school."
_u4_probability,_m2_conditional_probability,"Let M and not M denote the events of being male and female, respectively, and E and not E denote the events of having ears pierced or not, respectively."
_u4_probability,_m2_conditional_probability,"We'll start by asking what will seem like simple questions, and we'll build our way to conditional probability: What is the probability that the student has one or both ears pierced?"
_u4_probability,_m2_conditional_probability,"Since a student is chosen at random from the group of 500 students, out of which 324 are pierced, What is the probability that the student is male?"
_u4_probability,_m2_conditional_probability,"Since a student is chosen at random from the group of 500 students, out of which 180 are male, What is the probability that the student is male and has ear(s) pierced?"
_u4_probability,_m2_conditional_probability,"Since a student is chosen at random from the group of 500 students out of which 36 are male and have their ear(s) pierced, P(M and E) = 36/500 = .072 Given that the student that was chosen is male, what is the probability that he has one or both ears pierced?P(E | M)."
_u4_probability,_m2_conditional_probability,"A word about this new notation: The event whose probability we seek (in this case E) is written first, the vertical line stands for the word ""given"" or ""conditioned on,"" and the event that is given (in this case M) is written after the ""|"" sign."
_u4_probability,_m2_conditional_probability,"We call this probability the conditional probability of having one or both ears pierced, given that a student is male: it assesses the probability of having pierced ears under the condition of being male."
_u4_probability,_m2_conditional_probability,"Now to solve for the probability, we observe that choosing from only the males in the school essentially alters the sample space S from all students in the school to all male students in the school."
_u4_probability,_m2_conditional_probability,"The total number of possible outcomes is no longer 500, but has changed to 180."
_u4_probability,_m2_conditional_probability,"Now that we have an understanding of conditional probabilities and can express them with concise notation, and have a more formal understanding of what it means for two events to be independent, we can finally establish the General Multiplication Rule, a formal rule for finding P(A and B) that applies to any two events, whether they are independent or dependent."
_u4_probability,_m2_conditional_probability,We begin with an example that contrasts P(A and B) for independent and dependent cases.
_u4_probability,_m2_conditional_probability,"Suppose you pick two cards at random from four cards consisting of one of each suit: club, diamond, heart, and spade, where the first card is replaced before the second card is picked."
_u4_probability,_m2_conditional_probability,What is the probability of picking a club and then a diamond?
_u4_probability,_m2_conditional_probability,"Because the sampling is done with replacement, whether or not a diamond is picked on the second selection is independent of whether or not a club has been picked on the first selection."
_u4_probability,_m2_conditional_probability,"Rule 5, the multiplication rule for independent events, tells us that: P(C1 and D2) = P(C1) * P(D2) = 1/4 * 1/4 = 1/16."
_u4_probability,_m2_conditional_probability,"[Here we denote the event ""club picked on first selection"" as C1 and the event ""diamond picked on second selection"" as D2.]"
_u4_probability,_m2_conditional_probability,"The display below shows that 1/4 of the time we'll pick a club first, and of these times, 1/4 will result in a diamond on the second pick: 1/4 * 1/4 = 1/16 of the selections will have a club first and then a diamond."
_u4_probability,_m2_conditional_probability,"Suppose you pick two cards at random from four cards consisting of one of each suit: club, diamond, heart, and spade, without replacing the first card before the second card is picked."
_u4_probability,_m2_conditional_probability,What is the probability of picking a club and then a diamond?
_u4_probability,_m2_conditional_probability,"The probability in this case is not 1/4 * 1/4 = 1/16; because the sampling is done without replacement, so whether or not a diamond is picked on the second selection does depend on what was picked on the first selection."
_u4_probability,_m2_conditional_probability,"(For instance, if a diamond was picked on the first selection, the probability of another diamond is zero!)"
_u4_probability,_m2_conditional_probability,"As in the example above, 1/4 of the time we'll pick a club first."
_u4_probability,_m2_conditional_probability,"But since the club has been removed, 1/3 of these selections with a club first will have a diamond second."
_u4_probability,_m2_conditional_probability,"The probability of a club and then a diamond is 1/4*1/3=1/12; this is the probability of getting a club first, multiplied by the probability of getting a diamond second, given that a club was picked first."
_u4_probability,_m2_conditional_probability,"Using the notation of conditional probabilities, we can writeP(C1 and D2) = P(C1) * P(D2 | C1) = 1/4 * 1/3 = 1/12."
_u4_probability,_m2_conditional_probability,"For independent events A and B, we had the rule P(A and B) = P(A) * P(B)."
_u4_probability,_m2_conditional_probability,"Due to independence, to find the probability of both, we could multiply the probability of A by the simple probability of B, because the occurrence of A would have no effect on the probability of B occurring."
_u4_probability,_m2_conditional_probability,"Now, for events A and B that may be dependent, to find the probability of both, we multiply the probability of A by the conditional probability of B, taking into account that A has occurred."
_u4_probability,_m2_conditional_probability,"Now that we understand how to construct the probability tree, let's use the tree to answer some questions: What is the overall probability that the sales rep will take the Bermuda vacation?"
_u4_probability,_m2_conditional_probability,"Notice that a V branch can be reached by either a C or a not C branch: either the sales rep gets the commission and takes the vacation, or he does not get the commission and he takes the vacation."
_u4_probability,_m2_conditional_probability,"Symbolically, V = (C and V) or (not C and V)."
_u4_probability,_m2_conditional_probability,"Thus, the overall probability of taking the vacation is P(V) = P( (C and V) or (not C and V) )."
_u4_probability,_m2_conditional_probability,"Applying the Addition Rule for Disjoint Events, we have P(V) = P(C and V) + P(not C and V)."
_u4_probability,_m2_conditional_probability,"Applying the General Multiplication Rule to each term, we have P(V) = P(C) * P(V | C) + P(not C) * P(V | not C) = .4 * .9 + .6 * .3 = .36 + .18 = .54."
_u4_probability,_m2_conditional_probability,The overall probability that the sales rep will take the Bermuda vacation is .54.
_u4_probability,_m2_conditional_probability,"The tree diagram below shows the probabilities obtained via the general multiplication rule, and then the addition rule."
_u4_probability,_m2_conditional_probability,"Comment Following one branch to a connected branch, such as C then V, represents the occurrence of one event and then another, which requires multiplication of probabilities."
_u4_probability,_m2_conditional_probability,"Including outcomes reached via either of two end-branches represents the occurrence of one event or another, which requires addition of probabilities."
_u4_probability,_m2_conditional_probability,"In order to illustrate the background situation of either getting the commission or not—which together make up the whole sample space S—along with the follow-up circumstance of either taking the vacation or not, we can draw a different sort of Venn diagram: The diagram shows that V = (C and V) or (not C and V), where (C and V) and (not C and V) are disjoint."
_u4_probability,_m2_conditional_probability,"Applying first the Addition Rule for Disjoint Events and then the General Multiplication Rule, we have P(V) = P(C and V) + P(not C and V) = P(C) * P(V | C) + P(not C) * P(V | not C), just as we saw in our tree diagram."
_u4_probability,_m2_conditional_probability,"We can generalize our solution to obtain an expression for the probability of any event B, based on how B is impacted by the occurrence or non-occurrence of some other event A."
_u4_probability,_m2_conditional_probability,We call this the Law of Total Probability: P(B) = P(A) * P(B | A) + P(not A) * P(B | not A).
_u4_probability,_m2_conditional_probability,Suppose the friend finds out that the sales rep has left for Bermuda.
_u4_probability,_m2_conditional_probability,Is it likely that the commission came through?
_u4_probability,_m2_conditional_probability,"Find the probability that the commission came through, given that the sales rep went to Bermuda."
_u4_probability,_m2_conditional_probability,"Here, we are asked to find the probability that the commission came through, given that the sales rep took his Bermuda vacation, P(C | V)."
_u4_probability,_m2_conditional_probability,"Using the definition of conditional probability, P(C | V) = P(C and V) / P(V) and now, using the tree, and our result from part (a) (P(V) = .54)), we get that: P(C | V) = P(C and V) / P(V) = .36/.54 = .67 Thus, if it is known that the sales rep left for the Bermuda vacation, it is more likely than not that the commission came through."
_u4_probability,_m2_conditional_probability,"Comment Ordinarily, when events occur in stages, the explanatory variable would be the occurrence or non-occurrence of a certain event at the first stage, and the response variable would be the occurrence or non-occurrence of the next event chronologically."
_u4_probability,_m2_conditional_probability,"In such cases, we would identify the probability of a certain response, given that the explanatory variable took a certain value."
_u4_probability,_m2_conditional_probability,"However, there are sometimes situations, as in the second example above, where what we know is the ultimate outcome, and what we want to find out is the probability that a certain event occurred previously."
_u4_probability,_m2_conditional_probability,"Following one branch to a connected branch, such as C then V, represents the occurrence of one event and then another, which requires multiplication of probabilities."
_u4_probability,_m2_conditional_probability,"Including outcomes reached via either of two end-branches represents the occurrence of one event or another, which requires addition of probabilities."
_u4_probability,_m2_conditional_probability,"In order to illustrate the background situation of either getting the commission or not—which together make up the whole sample space S—along with the follow-up circumstance of either taking the vacation or not, we can draw a different sort of Venn diagram: The diagram shows that V = (C and V) or (not C and V), where (C and V) and (not C and V) are disjoint."
_u4_probability,_m2_conditional_probability,"Applying first the Addition Rule for Disjoint Events and then the General Multiplication Rule, we have P(V) = P(C and V) + P(not C and V) = P(C) * P(V | C) + P(not C) * P(V | not C), just as we saw in our tree diagram."
_u4_probability,_m2_conditional_probability,"We can generalize our solution to obtain an expression for the probability of any event B, based on how B is impacted by the occurrence or non-occurrence of some other event A."
_u4_probability,_m2_conditional_probability,"Ordinarily, when events occur in stages, the explanatory variable would be the occurrence or non-occurrence of a certain event at the first stage, and the response variable would be the occurrence or non-occurrence of the next event chronologically."
_u4_probability,_m2_conditional_probability,"In such cases, we would identify the probability of a certain response, given that the explanatory variable took a certain value."
_u4_probability,_m2_conditional_probability,"However, there are sometimes situations, as in the second example above, where what we know is the ultimate outcome, and what we want to find out is the probability that a certain event occurred previously."
_u4_probability,_m2_conditional_probability,This module introduced you to the fundamental concept of conditional probability—the probability of an event given that another event has occurred.
_u4_probability,_m2_conditional_probability,"We saw that sometimes the knowledge that another event has occurred has no impact on the probability (when the two events are independent), and sometimes it does (when the two events are not independent).We further discussed the idea of independence and discussed different ways to check whether two events are independent or not."
_u4_probability,_m2_conditional_probability,"Understanding the concept of conditional probability also allowed us to introduce our final probability rule, the General Multiplication Rule."
