Unit,Module,Question,Question ID,Blank,Choices,Correct Answer
_u5_inference,_m1_inference_one_variable,"From the three figures above, it is (at least visually) clear that for a given value of the test statistic z, the p-value of the two-sided test (equal vs. not equal) is _________(A) the p-value of any of the one-sided tests.",46,A,"{'half': 'exactly half as large as', 'equal': 'equal to', 'twice': 'exactly twice as large as'}",exactly twice as large as
_u5_inference,_m1_inference_one_variable,A p-value of _________(A) tells us that it is _________(B) to get data like those observed assuming _________(C).,47,A,No Options,0.114
_u5_inference,_m1_inference_one_variable,A p-value of _________(A) tells us that it is _________(B) to get data like those observed assuming _________(C).,47,B,"{'one': 'likely', 'two': 'unlikely'}",likely
_u5_inference,_m1_inference_one_variable,A p-value of _________(A) tells us that it is _________(B) to get data like those observed assuming _________(C).,47,C,"{'one': 'H 0 is true', 'two': 'H a is true'}",H 0 is true
_u5_inference,_m1_inference_one_variable,"This p-value is the probability of observing a test statistic _________(D) than _________(E), assuming _________(F).",48,D,"{'one': 'as small as or smaller', 'two': 'as large as or larger', 'three': 'both as small as or smaller and as large as or larger'}",as small as or smaller
_u5_inference,_m1_inference_one_variable,"This p-value is the probability of observing a test statistic _________(D) than _________(E), assuming _________(F).",48,E,No Options,-1.21
_u5_inference,_m1_inference_one_variable,"This p-value is the probability of observing a test statistic _________(D) than _________(E), assuming _________(F).",48,F,"{'one': 'H 0 is true.', 'two': 'H a is true.'}",H 0 is true.
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion that is _________(G) standard deviations or more _________(H) p0 = _________(I),assuming that the true population proportion is _________(J).",49,G,No Options,1.21
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion that is _________(G) standard deviations or more _________(H) p0 = _________(I),assuming that the true population proportion is _________(J).",49,H,"{'one': 'above', 'two': 'below', 'three': 'away from'}",below
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion that is _________(G) standard deviations or more _________(H) p0 = _________(I),assuming that the true population proportion is _________(J).",49,I,No Options,0.45
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion that is _________(G) standard deviations or more _________(H) p0 = _________(I),assuming that the true population proportion is _________(J).",49,J,No Options,0.45
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion of _________(K) or _________(L) in a random sample of size _________(M), when thetrue population proportion is _________(N).",50,K,No Options,0.39
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion of _________(K) or _________(L) in a random sample of size _________(M), when thetrue population proportion is _________(N).",50,L,"{'one': 'lower', 'two': 'higher', 'three': 'either lower or higher'}",lower
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion of _________(K) or _________(L) in a random sample of size _________(M), when thetrue population proportion is _________(N).",50,M,No Options,100
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion of _________(K) or _________(L) in a random sample of size _________(M), when thetrue population proportion is _________(N).",50,N,No Options,0.45
_u5_inference,_m1_inference_one_variable,The p-value is the probability of getting results as extreme as or more extreme than the ones in this study if zinc is actually not effective. _________(A),51,A,"{'one': 'valid', 'two': 'not valid'}",valid
_u5_inference,_m2_inference_for_relationships,"Consider Scenario 1 (compared with Scenario 2): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",52,A,"{'one': 'small', 'two': 'large'}",small
_u5_inference,_m2_inference_for_relationships,"Consider Scenario 1 (compared with Scenario 2): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",52,B,"{'one': 'small', 'two': 'large'}",large
_u5_inference,_m2_inference_for_relationships,"Consider Scenario 1 (compared with Scenario 2): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",52,C,"{'one': 'be rejected', 'two': 'not be rejected'}",be rejected
_u5_inference,_m2_inference_for_relationships,"Consider Scenario 1 (compared with Scenario 2): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",52,D,"{'one': 'may be equal', 'two': 'are not all equal'}",are not all equal
_u5_inference,_m2_inference_for_relationships,"Now consider Scenario 2 (compared to Scenario 1): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",53,A,"{'one': 'small', 'two': 'large'}",large
_u5_inference,_m2_inference_for_relationships,"Now consider Scenario 2 (compared to Scenario 1): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",53,B,"{'one': 'small', 'two': 'large'}",small
_u5_inference,_m2_inference_for_relationships,"Now consider Scenario 2 (compared to Scenario 1): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",53,C,"{'one': 'be rejected', 'two': 'not be rejected'}",not be rejected
_u5_inference,_m2_inference_for_relationships,"Now consider Scenario 2 (compared to Scenario 1): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",53,D,"{'one': 'may be equal', 'two': 'are not all equal'}",may be equal
_u5_inference,_m2_inference_for_relationships,"The null hypothesis in this case is _________(A) which claims that pregnancy length _________(B) related to (or affected by) whether or not the woman smokes during pregnancy. The alternative hypothesis in this case is _________(C) which claims that pregnancy length _________(D) related to (or affected by) whether or not the woman smokes during pregnancy.Note that ""mu"" stands for the Greek letter μ, the population mean—mu1 stands for the mean of population 1 and mu2 stands for the mean of population 2.",54,A,"{'one': 'mu1 − mu2 = 0', 'two': 'mu1 − mu2 < 0', 'three': 'mu1 − mu2 > 0', 'four': 'mu1 − mu2 not equal to 0'}",mu1 − mu2 = 0
_u5_inference,_m2_inference_for_relationships,"The null hypothesis in this case is _________(A) which claims that pregnancy length _________(B) related to (or affected by) whether or not the woman smokes during pregnancy. The alternative hypothesis in this case is _________(C) which claims that pregnancy length _________(D) related to (or affected by) whether or not the woman smokes during pregnancy.Note that ""mu"" stands for the Greek letter μ, the population mean—mu1 stands for the mean of population 1 and mu2 stands for the mean of population 2.",54,B,"{'one': 'is', 'two': 'is not'}",is not
_u5_inference,_m2_inference_for_relationships,"The null hypothesis in this case is _________(A) which claims that pregnancy length _________(B) related to (or affected by) whether or not the woman smokes during pregnancy. The alternative hypothesis in this case is _________(C) which claims that pregnancy length _________(D) related to (or affected by) whether or not the woman smokes during pregnancy.Note that ""mu"" stands for the Greek letter μ, the population mean—mu1 stands for the mean of population 1 and mu2 stands for the mean of population 2.",54,C,"{'one': 'mu1 − mu2 = 0', 'two': 'mu1 − mu2 < 0', 'three': 'mu1 − mu2 > 0', 'four': 'mu1 − mu2 not equal to 0'}",mu1 − mu2 < 0
_u5_inference,_m2_inference_for_relationships,"The null hypothesis in this case is _________(A) which claims that pregnancy length _________(B) related to (or affected by) whether or not the woman smokes during pregnancy. The alternative hypothesis in this case is _________(C) which claims that pregnancy length _________(D) related to (or affected by) whether or not the woman smokes during pregnancy.Note that ""mu"" stands for the Greek letter μ, the population mean—mu1 stands for the mean of population 1 and mu2 stands for the mean of population 2.",54,D,"{'one': 'is', 'two': 'is not'}",is
_u5_inference,_m2_inference_for_relationships,"Bearing in mind that sample 1 is the sample of females, and sample 2 is the sample of males, according to the output: n 1 = _________(A)n 2 = _________(B)y 1-bar = _________(C)y 2-bar = _________(D)s 1 = _________(E)s 2 = _________(F)",55,A,"{'one': '150', 'two': '85', 'three': '10.73', 'four': '13.33', 'five': '4.25', 'six': '4.02'}",150
_u5_inference,_m2_inference_for_relationships,"Bearing in mind that sample 1 is the sample of females, and sample 2 is the sample of males, according to the output: n 1 = _________(A)n 2 = _________(B)y 1-bar = _________(C)y 2-bar = _________(D)s 1 = _________(E)s 2 = _________(F)",55,B,"{'one': '150', 'two': '85', 'three': '10.73', 'four': '13.33', 'five': '4.25', 'six': '4.02'}",85
_u5_inference,_m2_inference_for_relationships,"Bearing in mind that sample 1 is the sample of females, and sample 2 is the sample of males, according to the output: n 1 = _________(A)n 2 = _________(B)y 1-bar = _________(C)y 2-bar = _________(D)s 1 = _________(E)s 2 = _________(F)",55,C,"{'one': '150', 'two': '85', 'three': '10.73', 'four': '13.33', 'five': '4.25', 'six': '4.02'}",10.73
_u5_inference,_m2_inference_for_relationships,"Bearing in mind that sample 1 is the sample of females, and sample 2 is the sample of males, according to the output: n 1 = _________(A)n 2 = _________(B)y 1-bar = _________(C)y 2-bar = _________(D)s 1 = _________(E)s 2 = _________(F)",55,D,"{'one': '150', 'two': '85', 'three': '10.73', 'four': '13.33', 'five': '4.25', 'six': '4.02'}",13.33
_u5_inference,_m2_inference_for_relationships,"Bearing in mind that sample 1 is the sample of females, and sample 2 is the sample of males, according to the output: n 1 = _________(A)n 2 = _________(B)y 1-bar = _________(C)y 2-bar = _________(D)s 1 = _________(E)s 2 = _________(F)",55,E,"{'one': '150', 'two': '85', 'three': '10.73', 'four': '13.33', 'five': '4.25', 'six': '4.02'}",4.25
_u5_inference,_m2_inference_for_relationships,"Bearing in mind that sample 1 is the sample of females, and sample 2 is the sample of males, according to the output: n 1 = _________(A)n 2 = _________(B)y 1-bar = _________(C)y 2-bar = _________(D)s 1 = _________(E)s 2 = _________(F)",55,F,"{'one': '150', 'two': '85', 'three': '10.73', 'four': '13.33', 'five': '4.25', 'six': '4.02'}",4.02
