Unit,Module,Question,Choices,Correct Answer
_u5_inference,_m1_inference_one_variable,What is the correct order of the following steps in the process of hypothesis testing?A. ConclusionB. Assessment of evidenceC. Stating the claimsD. Choosing a sample and collecting data,0: 1: C; D; A; B 2: D; C; A; B 3: D; C; B; A 4: C; D; B; A,C; D; B; A,
_u5_inference,_m1_inference_one_variable,According to Facebook’s self-reported statistics; the average Facebook user has 130 Facebook friends. For a statistics project a student at Contra Costa College tests the hypothesis that CCC students will average more than 130 Facebook friends.She randomly selects 3 classes from the schedule of classes and distributes a survey in these classes. Her sample contains 45 students. Here are the null and alternative hypotheses for her study: H 0aWhat does µ represent in these hypotheses?,0: 1: mean number of Facebook friends for the average user 2: mean number of Facebook friends for the CCC students in her sample 3: mean number of Facebook friends for CCC students,mean number of Facebook friends for CCC students,
_u5_inference,_m1_inference_one_variable,According to Facebook’s self-reported statistics; the average Facebook user has 130 Facebook friends. For a statistics project; a student at Contra Costa College tests the hypothesis that CCC students will average more than 130 Facebook friends.She randomly selects 3 classes from the schedule of classes and distributes a survey in these classes. Her sample contains 45 students. Here are the null and alternative hypotheses for her study: H 0aFrom her survey data; the statistics student calculates that the mean number of Facebook friends for her sample is 138.7 with a standard deviation of 79.3. She analyzed her data using a t-test and obtained a P-value of 0.23.What conclusion can she draw from her data?,0: 1: Nothing. The conditions for use of a t-test were not met. She cannot trust that the P-value is accurate for this reason. 2: Even though 138.7 is larger than 130; it is not significantly larger than 130. In other words; the data do not provide enough evidence to conclude that the mean number of Facebook friends of all CCC college students is higher than 130. 3: The sample value of 138.7 is significantly larger than 130. In other words the data provide provide enough evidence to conclude that the mean number of Facebook friends of all CCC college students is higher than 130.,Even though 138.7 is larger than 130; it is not significantly larger than 130. In other words; the data do not provide enough evidence to conclude that the mean number of Facebook friends of all CCC college students is higher than 130.,
_u5_inference,_m1_inference_one_variable,According to Facebook’s self-reported statistics; the average Facebook user is connected to 80 community pages; groups; and events. For a statistics project; a student at Contra Costa College tests the hypothesis that CCC students will average less than 80 such connections.She posts a survey on her Facebook page. Her sample contains 45 responses.She chooses a 5% level of significance. From her data she calculates a t-test statistic of approximately -1.74 with a P-value of about 0.04.What can she conclude?,0: 1: Nothing. The conditions for use of a t-test are not met. She cannot trust that the P-value is accurate for this reason. 2: The data is not statistically significant. In other words; the data do not provide enough evidence to conclude that the mean number of Facebook connections to community pages; groups and events of all CCC college students is less the 80. 3: The data is statistically significant. In other words; the data do provide enough evidence to conclude that the mean number of Facebook connections to community pages; groups and events of all all CCC college students is less the 80.,Nothing. The conditions for use of a t-test are not met. She cannot trust that the P-value is accurate for this reason.
_u5_inference,_m1_inference_one_variable,The Food and Drug Administration (FDA) is a U.S. government agency that regulates (you guessed it) food and drugs for consumer safety. One thing the FDA regulates is the allowable insect parts in various foods. You may be surprised to know that much of the processed food we eat contains insect parts. An example is flour.When wheat is ground into flour; insects that were in the wheat are ground up as well. The mean number of insect parts allowed in 100 grams (about 3 ounces) of wheat flour is 75. If the FDA finds more than this number; they conduct further tests to determine if the flour is too contaminated by insect parts to be fit for human consumption.The FDA takes a random sample of 35 bags of flour for evaluation and finds that they contain an average of 80 insect parts per 100 grams; with a standard deviation of 6.3.Which hypothesis test should be used to determine whether the sample contains more than the allowed 75 insect parts per 100 grams?,0: 1: z-test for the population mean 2: t-test for the population mean 3: z-test for the population proportion 4: t-test for the population proportion,t-test for the population mean,
_u5_inference,_m1_inference_one_variable,The Wechsler Adult Intelligence Scale (IQ test) is constructed so that Full Scale IQ scores follow a normal distribution; with a mean of 100; and a standard deviation of 15. The mayor of Smart Town believes the county’s residents are smarter than the national average and wants to use it (the intelligence of the residents) as a marketing tool to bring industries to the area.A researcher is hired to conduct a study to determine whether Smart County’s residents have; on average; higher Full Scale IQs than the population. A random sample of 100 people from Smart County were given the IQ test and were found to have an average Full Scale IQ of 105.Which hypothesis test should be used to determine whether the mean Full Scale IQ score of the Smart County residents is higher than the national average?,0: 1: z-test for the population mean 2: t-test for the population mean 3: z-test for the population proportion 4: t-test for the population proportion,z-test for the population mean
_u5_inference,_m1_inference_one_variable,The Wechsler Adult Intelligence Scale (IQ test) is constructed so that Full Scale IQ scores follow a normal distribution; with a mean of 100; and a standard deviation of 15. The mayor of Smart Town believes the county’s residents are smarter than the national average and wants to use it (the intelligence of the residents) as a marketing tool to bring industries to the area.A researcher is hired to conduct a study to determine whether Smart County’s residents have; on average; higher Full Scale IQs than the population. A random sample of 100 people from Smart County were given the IQ test and were found to have an average Full Scale IQ of 105.What are the null and alternative hypotheses?,0: 1: 2: H 3: 4: 0 5: : μ = 105; H 6: 7: a 8: : μ ≠ 105 9: 10: H 11: 12: 0 13: : μ = 105; H 14: 15: a 16: : μ > 105 17: 18: H 19: 20: 0 21: : μ = 100; H 22: 23: a 24: : μ ≠ 100 25: 26: H 27: 28: 0 29: : μ = 100; H 30: 31: a 32: : μ > 100,0,
_u5_inference,_m1_inference_one_variable,The Wechsler Adult Intelligence Scale (IQ test) is constructed so that Full Scale IQ scores follow a normal distribution; with a mean of 100; and a standard deviation of 15. The mayor of Smart Town believes the county’s residents are smarter than the national average and wants to use it (the intelligence of the residents) as a marketing tool to bring industries to the area.A researcher is hired to conduct a study to determine whether Smart County’s residents have; on average; higher Full Scale IQs than the population. A random sample of 100 people from Smart County were given the IQ test and were found to have an average Full Scale IQ of 105.What is the value of the test statistic used to determine whether the mean Full Scale IQ score of the Smart County residents is higher than the national average?,0: 1: 0.333 2: -0.333 3: 3.33 4: -3.33,3.33,
_u5_inference,_m1_inference_one_variable,The Wechsler Adult Intelligence Scale (IQ test) is constructed so that Full Scale IQ scores follow a normal distribution; with a mean of 100; and a standard deviation of 15. The mayor of Smart Town believes the county’s residents are smarter than the national average and wants to use it (the intelligence of the residents) as a marketing tool to bring industries to the area.A researcher is hired to conduct a study to determine whether Smart County’s residents have; on average; higher Full Scale IQs than the population. A random sample of 100 people from Smart County were given the IQ test and were found to have an average Full Scale IQ of 105.After analyzing the data to determine whether the mean Full Scale IQ score of the Smart County residents is higher than the national average; the P-value of .0004 was obtained.Using a .05 significance level; what conclusion can be drawn from the data?,0: 1: Do not reject the null hypothesis. The average Full Scale IQ of Smart County residents is not higher than the population average. 2: Do not reject the null hypothesis. The average Full Scale IQ of Smart County residents is higher than the population average. 3: Reject the null hypothesis. The average Full Scale IQ of Smart County residents is not higher than the population average. 4: Reject the null hypothesis. The average Full Scale IQ of Smart County residents is higher than the population average.,Reject the null hypothesis. The average Full Scale IQ of Smart County residents is higher than the population average.,
_u5_inference,_m1_inference_one_variable,Does secondhand smoke increase the risk of a low birthweight? A baby is considered have low birthweight if he/she weighs less than 5.5 pounds at birth. According to the National Center of Health Statistics; about 7.8% of all babies born in the U.S. are categorized as low birthweight.Suspecting that the national percentage is higher than 7.8%; researchers randomly select 1;200 babies whose mothers had extensive exposure to secondhand smoke during pregnancy and find that 10.4% of the sampled babies are categorized as low birth weight.Let p be the proportion of all babies in the United States who are categorized as low birth weight. What are the appropriate null and alternative hypotheses for this research question?,0: 1: 2: H 3: 0 4: H 5: a 6: 7: H 8: 0 9: H 10: a 11: 12: H 13: 0 14: H 15: a 16: 17: H 18: 0 19: H 20: a,H,
_u5_inference,_m1_inference_one_variable,A quality control engineer at a potato chip company tests the bag-filling machine by weighing bags of potato chips. Not every bag contains exactly the same weight. But if more than 15% of bags are overfilled; then they stop production to fix the machine.They define overfilled to be more than 1 ounce above the weight on the package. The engineer weighs 100 bags and finds that 21 of them are overfilled.He plans to test the hypotheses: H0aWhat is the test statistic?,0: 1: z = 1.68 2: z = −1.68 3: z = 4 4: z = −1.47,z = 1.68
_u5_inference,_m1_inference_one_variable,According to a Pew Research Center; in May 2011; 35% of all American adults had a smartphone (one which the user can use to read email and surf the Internet). A communications professor at a university believes this percentage is higher among community college students.She selects 300 community college students at random and finds that 120 of them have a smartphone. In testing the hypotheses H0aUse the normal table to identify the appropriate p-value for this z-score.Click hereGiven these results; which of the following is an appropriate conclusion?,0: 1: There is enough evidence to show that more than 35% of community college students own a smartphone (p-value = 0.034). 2: There is enough evidence to show that more than 35% of community college students own a smartphone (p-value = 0.068). 3: There is not enough evidence to show that more than 35% of community college students own a smartphone (p-value = 0.966). 4: There is not enough evidence to show that more than 35% of community college students own a smartphone (p-value = 0.034).,There is enough evidence to show that more than 35% of community college students own a smartphone (p-value = 0.034).
_u5_inference,_m1_inference_one_variable,Food inspectors inspect samples of food products to see if they are safe. This can be thought of as a hypothesis test with the following hypotheses. H0HaIs the following an example of a type I or type II error?The sample suggests that the food is safe; but it actually is not safe.,0: 1: Type I 2: Type II,Type II,
_u5_inference,_m1_inference_one_variable,Food inspectors inspect samples of food products to see if they are safe. This can be thought of as a hypothesis test with the following hypotheses. H0HaIs the following an example of a type I or type II error?The sample suggests that the food is not safe; but it actually is safe.,0: 1: Type I 2: Type II,Type I
_u5_inference,_m1_inference_one_variable,A manufacturer of rechargeable laptop batteries markets its batteries as having; on average; 500 charges. A consumer group decides to test this claim by assessing the number of times 30 of their laptop batteries can be recharged and finds the average is 497; with a standard deviation of 10.The resulting p-value is 0.1111; thus; the null hypothesis is not rejected. The consumer group concludes that the manufacturer’s claim that its laptop batteries can be recharged; on average; 500 times is accurate.What type of error is possible in this situation?,0: 1: Type I 2: Type II 3: Neither 4: Both,Type II,
_u5_inference,_m1_inference_one_variable,A 2011 survey by the Bureau of Labor Statistics reported that 91% of Americans have paid leave. In January 2012; a random survey of 1;000 workers showed that 89% had paid leave.The resulting p-value is 0.0271; thus; the null hypothesis is rejected. It is concluded that there has been a decrease in the proportion of people; who have paid leave from 2011 to January 2012.What type of error is possible in this situation?,0: 1: Type I 2: Type II 3: Neither 4: Both,Type I
_u5_inference,_m1_inference_one_variable,Suppose the results indicate that the null hypothesis should be rejected; thus; it is possible that a type I error has been committed.Given the type of error made in this situation; what could researchers do to reduce the risk of this error?,0: 1: Choose a 0.01 significance level; instead of a 0.05 significance level. 2: Increase the sample size.,Choose a 0.01 significance level; instead of a 0.05 significance level.
_u5_inference,_m1_inference_one_variable,Suppose the results indicate that the null hypothesis should not be rejected; thus; it is possible that a type II error has been committed.Given the type of error made in this situation; what could researchers do to reduce the risk of this error?,0: 1: Choose a 0.01 significance level; instead of a 0.05 significance level. 2: Increase the sample size.,Increase the sample size.,
_u5_inference,_m1_inference_one_variable,A researcher conducted a survey of graduating college students. 350 college students were randomly selected to answer the survey. One of the survey questions asked; “What are your plans after graduation?” 214 students said they were planning to find a job; 83 students said they were planning to attend graduate school; and 53 students did not reply to the question.What is the point estimate for the proportion of all college students who plan to find a job after graduation?,0: 1: 214 2: 83 3: 0.61 4: 0.24,0.61,
_u5_inference,_m1_inference_one_variable,A researcher conducted a survey of graduating college students. 350 college students were randomly selected to answer the survey. One of the survey questions asked; “How much do you owe in student loans?” The average student loan debt reported by respondents was $42;576 with a standard deviation of $2;801.$42;576 is the point estimate for which of the following?,0: 1: The proportion of all college students who graduate college in debt. 2: The mean salary of all college students who graduate college. 3: The mean loan debt of all college students who graduate college. 4: The standard deviation of loan debt of all college students who graduate college.,The mean loan debt of all college students who graduate college.,
_u5_inference,_m1_inference_one_variable,For the following scenario; is the variable is categorical or quantitative?A poll of students at your college is asked how many hours they work at a job while in school.,0: 1: Categorical 2: Quantitative,Quantitative,
_u5_inference,_m1_inference_one_variable,For the following scenario; is the variable is categorical or quantitative?A poll of students at your college is asked whether or not they plan to attend graduate school after graduation.,0: 1: Categorical 2: Quantitative,Categorical
_u5_inference,_m1_inference_one_variable,We say that a point estimator is unbiased,0: 1: Its sampling distribution is centered exactly at the parameter it estimates. 2: The standard deviation of its sampling distribution decreases as the sample size increases. 3: Its sampling distribution is normal. 4: Its value is always equal to the parameter it estimates.,Its sampling distribution is centered exactly at the parameter it estimates.
_u5_inference,_m1_inference_one_variable,When the sampling distribution of a statistic centers exactly around the parameter it estimates we can say that the statistic is which of the following?,0: 1: Unbiased 2: Normally distributed 3: Equal to the parameter 4: Statistically significant,Unbiased
_u5_inference,_m1_inference_one_variable,Does secondhand smoke increase the risk of a low birthweight? A baby is considered have low birthweight if he/she weighs less than 5.5 pounds at birth. According to the National Center of Health Statistics; about 7.8% of all babies born in the U.S. are categorized as low birthweight.Suspecting that the national percentage is higher than 7.8%; researchers randomly select 1;200 babies whose mothers had extensive exposure to secondhand smoke during pregnancy and find that 10.4% of the sampled babies are categorized as low birth weight.Let p be the proportion of all babies in the United States who are categorized as low birth weight. What are the appropriate null and alternative hypotheses for this research question?,0: 1: 2: H 3: 0 4: H 5: a 6: 7: H 8: 0 9: H 10: a 11: 12: H 13: 0 14: H 15: a 16: 17: H 18: 0 19: H 20: a,H,
_u5_inference,_m1_inference_one_variable,Does going to a private university increase the chance that a student will graduate with student loan debt? A national poll by the Institute for College Access and Success showed that in 69% of college graduates from public and nonprofit colleges in 2013 had student loan debt.A researcher wanted to see if there was a significant increase in the proportion of student loan debt for public and nonprofit colleges in 2014. Suppose that the researcher surveyed 1500 graduates of public and nonprofit universities and found that 71% of graduates had student loan debt in 2014.Let p be the proportion of all graduates of public nonprofit universities that graduated with student loan debt. What are the appropriate null and alternative hypotheses for this research question?,0: 1: 2: H 3: 0 4: H 5: a 6: 7: H 8: 0 9: H 10: a 11: 12: H 13: 0 14: H 15: a 16: 17: H 18: 0 19: H 20: a,H,
_u5_inference,_m1_inference_one_variable,The Wechsler Adult Intelligence Scale (IQ test) is constructed so that Full Scale IQ scores follow a normal distribution; with a mean of 100; and a standard deviation of 15. The mayor of Smart Town believes the county’s residents are smarter than the national average and wants to use it (the intelligence of the residents) as a marketing tool to bring industries to the area.A researcher is hired to conduct a study to determine whether Smart County’s residents have; on average; higher Full Scale IQs than the population. A random sample of 100 people from Smart County were given the IQ test and were found to have an average Full Scale IQ of 105.What is the value of the test statistic used to determine whether the mean Full Scale IQ score of the Smart County residents is higher than the national average?,0: 1: 0.333 2: −0.333 3: 3.33 4: −3.33,3.33,
_u5_inference,_m1_inference_one_variable,The dean of the engineering school at a technical university wants to emphasize the importance of having students who are gifted at reading and writing as well as math. She wants to know if she can accurately claim that graduate students in engineering programs at her school have significantly higher scores on the verbal reasoning section of the GRE (a standardized test used in the admissions process for many graduate programs) than the national average for engineering students. The national average for the verbal reasoning GRE score for engineering students was 150 with a standard deviation of 9. A random sample of 49 engineering graduate students at her school were found to have an average verbal reasoning GRE score of 153.What is the value of the test statistic used to determine whether the mean verbal reasoning GRE score of the engineering graduate students at the technical university is higher than the national average?,0: 1: 136.33 2: −136.33 3: 2.33 4: −2.33,2.33,
_u5_inference,_m1_inference_one_variable,Assuming data come from a random sample; under which of the following conditions should we not,0: 1: Population is normally distributed and sample size is 20 individuals. 2: Population distribution is unknown and sample size is 50 individuals. 3: Population distribution is unknown and sample size is 20 individuals. 4: Population is normally distributed and sample size is 50 individuals.,Population distribution is unknown and sample size is 20 individuals.,
_u5_inference,_m1_inference_one_variable,According to a U.S. news poll; 38% of students in the class of 2013 had done an internship during their time as an undergraduate student. Dana is interested in finding out whether students at her university had an internship rate that was higher than the national average. She decided to ask 100 architecture majors whether they had ever done an internship while at their university. She collected the responses and calculated that the proportion for her university was 43%.Which one of the following statements about the z-test is correct?,0: 1: It is safe to use the z-test for p. 2: It is not safe to use the z-test for p; since the sample is not a random sample from the entire population (or cannot be considered as one). 3: It is not safe to use the z-test for p; since n * p 4: o 5: It is not safe to use the z-test for p; since n * (1 − p 6: o,It is not safe to use the z-test for p; since the sample is not a random sample from the entire population (or cannot be considered as one).,
_u5_inference,_m1_inference_one_variable,According to a U.S. news poll; 38% of students in the class of 2013 had done an internship during their time as an undergraduate student. Dana is interested in finding out whether students at her university had an internship rate that was higher than the national average. She obtained a list of 25 randomly selected students from the population of all students at her university by requesting this information from the university’s institutional research office. She collected the responses and calculated that the proportion for her university was 43%.Which one of the following statements about the z-test is correct?,0: 1: It is safe to use the z-test for p. 2: It is not safe to use the z-test for p; since the sample is not a random sample from the entire population (or cannot be considered as one). 3: It is not safe to use the z-test for p; since n * p 4: o 5: It is not safe to use the z-test for p; since n * (1 − p 6: o,It is not safe to use the z-test for p; since n * p,
_u5_inference,_m1_inference_one_variable,A study was conducted to estimate μ; the mean number of weekly hours that U.S. adults use computers at home. Suppose a random sample of 81 U.S. adults gives a mean weekly computer usage time of 8.5 hours and that from prior studies; the population standard deviation is assumed to be σ = 3.6 hours.We are 95% confident that the mean number of weekly hours that U.S. adults use computers at home falls between which of the following intervals?,0: 1: 8.1 and 8.9 2: 8.4 and 8.6 3: 7.7 and 9.3 4: 6.5 and 10.5 5: 7.3 and 9.7,7.7 and 9.3,
_u5_inference,_m1_inference_one_variable,A study was conducted to estimate μ; the mean commute distance that all employed U.S. adults travel to work. Suppose a random sample of 49 employed U.S. adults gives a mean commute distance of 22 miles and that from prior studies; the population standard deviation is assumed to be σ = 8.4 miles.We are 95% confident that the mean commute distance to work of all employed U.S. adults falls between which of the following intervals?,0: 1: 20.8 to 23.2 2: 5.2 to 38.8 3: 19.6 to 24.4 4: 18.4 to 25.6,19.6 to 24.4,
_u5_inference,_m1_inference_one_variable,Which of the following is the second step in the process of hypothesis testing?,0: 1: Assessment of evidence 2: Choosing a sample and collecting data 3: Conclusion 4: Stating the claims,Choosing a sample and collecting data,
_u5_inference,_m1_inference_one_variable,Which of the following is the third step in the process of hypothesis testing?,0: 1: Assessment of evidence 2: Choosing a sample and collecting data 3: Conclusion 4: Stating the claims,Assessment of evidence
_u5_inference,_m1_inference_one_variable,According to Facebook’s self-reported statistics; the average Facebook user has 130 Facebook friends. For a statistics project a student at Contra Costa College tests the hypothesis that CCC students will average more than 130 Facebook friends.She randomly selects 3 classes from the schedule of classes and distributes a survey in these classes. Her sample contains 45 students.Here are the null and alternative hypotheses for her study: H0aWhat does µ represent in these hypotheses?,0: 1: Mean number of Facebook friends for the average user 2: Mean number of Facebook friends for the CCC students in her sample 3: Mean number of Facebook friends for CCC students,Mean number of Facebook friends for CCC students,
_u5_inference,_m1_inference_one_variable,According to Facebook’s self-reported statistics; the average Facebook user has 130 Facebook friends. For a statistics project; a student at Contra Costa College tests the hypothesis that CCC students will average more than 130 Facebook friends.She randomly selects 3 classes from the schedule of classes and distributes a survey in these classes. Her sample contains 45 students.Here are the null and alternative hypotheses for her study: H0aFrom her survey data; the statistics student calculates that the mean number of Facebook friends for her sample is 138.7 with a standard deviation of 79.3. She analyzed her data using a t-test and obtained a P-value of 0.23.What conclusion can she draw from her data?,0: 1: Nothing. The conditions for use of a t-test were not met. She cannot trust that the P-value is accurate for this reason. 2: Even though 138.7 is larger than 130; it is not significantly larger than 130. In other words; the data do not provide enough evidence to conclude that the mean number of Facebook friends of all CCC college students is higher than 130. 3: The sample value of 138.7 is significantly larger than 130. In other words the data provide provide enough evidence to conclude that the mean number of Facebook friends of all CCC college students is higher than 130.,Even though 138.7 is larger than 130; it is not significantly larger than 130. In other words; the data do not provide enough evidence to conclude that the mean number of Facebook friends of all CCC college students is higher than 130.,
_u5_inference,_m1_inference_one_variable,According to Facebook’s self-reported statistics; the average Facebook user is connected to 80 community pages; groups; and events. For a statistics project; a student at Contra Costa College tests the hypothesis that CCC students will average less than 80 such connections.She posts a survey on her Facebook page. Her sample contains 45 responses.She chooses a 5% level of significance. From her data she calculates a t-test statistic of approximately −1.74 with a P-value of about 0.04.What can she conclude?,0: 1: Nothing. The conditions for use of a t-test are not met. She cannot trust that the P-value is accurate for this reason. 2: The data is not statistically significant. In other words; the data do not provide enough evidence to conclude that the mean number of Facebook connections to community pages; groups and events of all CCC college students is less the 80. 3: The data is statistically significant. In other words; the data do provide enough evidence to conclude that the mean number of Facebook connections to community pages; groups and events of all all CCC college students is less the 80.,Nothing. The conditions for use of a t-test are not met. She cannot trust that the P-value is accurate for this reason.
_u5_inference,_m1_inference_one_variable,In 2013; the average Girl Scout in New York City sold 96 boxes of cookies. The leader of Troop 5078 in New York City wants to know if the scouts in her troop sold more cookies than the average in New York City. She randomly samples 50 girls in Troop 5078 and records the number of boxes of cookies sold for each girl in the sample.Here are the null and alternative hypotheses for her study: H0aWhat does µ represent in these hypotheses?,0: 1: Mean number of boxes of cookies sold for the average Girl Scout in New York City 2: Mean number of boxes of cookies sold for the Girl Scouts in her sample from Troop 5078 3: Mean number of boxes of cookies sold for the Girl Scouts in Troop 5078,Mean number of boxes of cookies sold for the Girl Scouts in Troop 5078,
_u5_inference,_m1_inference_one_variable,In 2013; the average Girl Scout in New York City sold 96 boxes of cookies. The leader of Troop 5078 in New York City wants to know if the scouts in her troop sold more cookies than the average in New York City. She randomly samples 50 girls in Troop 5078 and records the number of boxes of cookies sold for each girl in the sample.The troop leader finds that her Girl Scouts each sold an average of 101.1 boxes of cookies with a standard deviation of 29.3. She analyzed her data using a t-test and obtained a p-value of 0.11.What conclusion can she draw from her data?,0: 1: Nothing. The conditions for use of a t-test were not met. She cannot trust that the p-value is accurate for this reason. 2: Even though 101.1 is larger than 96; it is not significantly larger than 96. In other words; the data do not provide enough evidence to conclude that the mean number of boxes of cookies sold by Girl Scouts in Troop 5078 was higher than 96. 3: The sample value of 101.1 is significantly larger than 96. In other words; the data provide enough evidence to conclude that the mean number of boxes of cookies sold by Girl Scouts in Troop 5078 was higher than 96.,Even though 101.1 is larger than 96; it is not significantly larger than 96. In other words; the data do not provide enough evidence to conclude that the mean number of boxes of cookies sold by Girl Scouts in Troop 5078 was higher than 96.,
_u5_inference,_m1_inference_one_variable,A student in a statistics class needs to do a project and decides to find out if the average high school GPA of students in a statistics course at her university is higher than the average high school GPA for their university. The university’s average high school GPA of enrolled students in their year was 4.41.She emails a survey to all of her friends that are taking statistics and asks them what their high school GPA is. Her sample contains 18 responses. She chooses a 5% level of significance. From her data; she calculates a t-test statistic of approximately 1.41 with a p-value of about 0.08. What can she conclude?,0: 1: Nothing. The conditions for use of a t-test are not met. She cannot trust that the p-value is accurate for this reason. 2: The data is not statistically significant. In other words; the data do not provide enough evidence to conclude that the mean GPA of students taking statistics at her university is higher than 4.41. 3: The data is statistically significant. In other words; the data do provide enough evidence to conclude that the mean GPA of students taking statistics at her university is higher than 4.41.,Nothing. The conditions for use of a t-test are not met. She cannot trust that the p-value is accurate for this reason.
_u5_inference,_m1_inference_one_variable,Dr. Gray would like to do a survey on whether the proportion of people ages 18 to 22 who have seen a healthcare professional (doctor; nurse; hospital; etc.) in the past year is higher than the national average of 82%. She plans to give her survey to 80 student athletes at your college by distributing surveys after sports practice. Is this survey valid or not valid for testing the hypothesis that the proportion of people ages 18 to 22 who have seen a healthcare professional in the past year is higher than the national average?,0: 1: Valid 2: Not valid,Not valid,
_u5_inference,_m1_inference_one_variable,The proportion of college football players who have had at least one concussion is estimated to be 34% in the United States. We wanted to know if football players at our university were less likely to have suffered a concussion; so we surveyed a random sample of 100 past and present football players at our university. Is this survey valid or not valid for testing the hypothesis that the proportion of college football players at our university with at least one concussion is less than the national average?,0: 1: Valid 2: Not valid,Valid
_u5_inference,_m1_inference_one_variable,Food inspectors inspect samples of food products to see if they are safe. This can be thought of as a hypothesis test with the following hypotheses. H0HaIs the following an example of a type I or type II error?The sample suggests that the food is not safe; but it actually is safe.,0: 1: Type I 2: Type II,Type I
_u5_inference,_m1_inference_one_variable,A 2011 survey by the Bureau of Labor Statistics reported that 91% of Americans have paid leave. In January 2012; a random survey of 1;000 workers showed that 89% had paid leave.The resulting p-value is 0.0271; thus; the null hypothesis is rejected. It is concluded that there has been a decrease in the proportion of people who have paid leave from 2011 to January 2012.What type of error is possible in this situation?,0: 1: Type I 2: Type II 3: Neither 4: Both,Type I
_u5_inference,_m1_inference_one_variable,An agriculture company is testing a new product that is designed to make plants grow taller. This can be thought of as a hypothesis test with the following hypotheses. H0HaIs the following an example of a type I or type II error?The sample suggests that the product makes the plant grow taller; but it actually does not change the height of the plant.,0: 1: Type I 2: Type II,Type I
_u5_inference,_m1_inference_one_variable,In the 2010 General Social Survey; 17% of Americans said that they had no religious preference. In other words; they said they had “no religion” rather than being Protestant; Catholic; Jewish; or another religion. In 2014; the General Social Survey sampled 2;538 Americans and found that 21% of those surveyed said that they had no religious preference. The resulting p-value is 0.0003; thus; the null hypothesis is rejected. It is concluded that there has been an increase in the proportion of Americans who have no religious preference between 2010 and 2014.What type of error is possible in this situation?,0: 1: Type I 2: Type II 3: Neither 4: Both,Type I
_u5_inference,_m1_inference_one_variable,Food inspectors inspect samples of food products to see if they are safe. This can be thought of as a hypothesis test with the following hypotheses. H0HaIs the following an example of a type I or type II error?The sample suggests that the food is safe; but it actually is not safe.,0: 1: Type I 2: Type II,Type II,
_u5_inference,_m1_inference_one_variable,A manufacturer of rechargeable laptop batteries markets its batteries as having; on average; 500 charges. A consumer group decides to test this claim by assessing the number of times 30 of their laptop batteries can be recharged and finds the average is 497; with a standard deviation of 10.The resulting p-value is 0.1111; thus; the null hypothesis is not rejected. The consumer group concludes that the manufacturer’s claim that its laptop batteries can be recharged; on average; 500 times is accurate.What type of error is possible in this situation?,0: 1: Type I 2: Type II 3: Neither 4: Both,Type II,
_u5_inference,_m1_inference_one_variable,An agriculture company is testing a new product that is designed to make plants grow taller. This can be thought of as a hypothesis test with the following hypotheses. H0HaIs the following an example of a type I or type II error?The sample suggests that the product does not change the height of the plant; but it actually does make the plant grow taller.,0: 1: Type I 2: Type II,Type II,
_u5_inference,_m1_inference_one_variable,A marketing consulting group wants to see whether placing a seasonal cookie product on an end cap (the shelf at the end of an aisle at a store) will make a difference in sales. The average sales of the seasonal cookie for this region was 650 units. A sample of 36 stores that placed the cookie on an end cap showed a sample mean of 671 units sold with a standard deviation of 81. The resulting p-value is 0.1288; thus; the null hypothesis is not rejected. The marketing consulting group concludes that placing the cookies on an end cap does not affect sales.What type of error is possible in this situation?,0: 1: Type I 2: Type II 3: Neither 4: Both,Type II,
_u5_inference,_m1_inference_one_variable,A random sample of 35 two-year colleges in 2008–2009 collected data on the in-state tuition costs and enrollment totals. Based on the sample; the researchers estimated the mean in-state tuition for all two-year colleges to be $2;380. Which form of statistical inference does this conclusion represent?,0: 1: Point estimation 2: Interval estimation 3: Hypothesis testing,Point estimation
_u5_inference,_m1_inference_one_variable,A local fast food company sells a 16-oz soft drink. To determine if the soft drinks served contain less than the advertised 16 oz; a random sample of 20 drinks is chosen and the amount of drink in each cup is measured (without ice). The mean amount of soft drink was found to be 15.5 oz with a standard deviation of 0.4 oz. Based on the sample results we cannot claim that the soft drink contains less than 16 oz. Which form of statistical inference does this conclusion represent?,0: 1: Point estimation 2: Interval estimation 3: Hypothesis testing,Hypothesis testing,
_u5_inference,_m1_inference_one_variable,Based on survey results; the proportion of U.S. adults who own at least one Apple product (iphone; ipad; macbook; etc) is 0.42. This point estimate would be unbiased and most accurate if the survey were based on which of the following?,0: 1: A random sample of 1;000 U.S. adults 2: A random sample of 1;800 U.S. adults 3: A random sample of 2;500 U.S. college students 4: An internet survey posted on TechGuru.com with 3;100 responses,A random sample of 1;800 U.S. adults,
_u5_inference,_m1_inference_one_variable,Based on survey results; the mean amount of credit card debt for U.S. adults under 35 is $8;724. This point estimate would be unbiased and most accurate if the survey were based on which of the following?,0: 1: A random sample of 1;500 U.S. adults under 35 2: A random sample of 2;800 U.S. adults under 35 3: A random sample of 3;000 U.S. college students 4: A national television news station poll with 3;500 responses,A random sample of 2;800 U.S. adults under 35,
