Unit,Module,Filename,Question,Explanation
_u9_cardio,_u9_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m2_structures/x-oli-inline-assessment/described_how_venous_return_maintained_LBD2-v.xml,Why does pregnancy often leads to lower leg edema?_________(lbd2-v),"The growing fetus impinges on the veins that return blood from the legs to the heart. This causes BHP to rise in the capillaries of the legs, leading to a higher rate of fluid transfer out of these capillaries."
_u9_cardio,_u9_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m2_structures/x-oli-inline-assessment/relate_CO_HR_SV_DIGT2-10-13-SC.xml,"During exercise, most of us have a maximum heart rate at or below 200 beats per minute (approximated by 220 – age). If your maximum heart rate is 200 bpm and your resting stroke volume is 60 ml, what would your maximum cardiac output be without also adjusting your stroke volume? What is the benefit of also being able to adjust stroke volume? _________(DIGT2-10-13-SC)","Your maximum cardiac output would be 12 L/min (60 mL/beat x 200 beats per minute) if you could not also adjust your stroke volume. The benefit of being able to also increase stroke volume is that we can reach a higher cardiac output, which benefits us during exertion."
_u9_cardio,_u9_m3_Levels_Org,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m3_Levels_Org/x-oli-inline-assessment/_u9_describe_life_cycle_red_blood_cells_DIGT.xml,Where are red blood cells produced and where are they destroyed?,RBCs are produced in the bone marrow and destroyed in the liver and spleen.
_u9_cardio,_u9_m3_Levels_Org,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m3_Levels_Org/x-oli-inline-assessment/_u9_identify_plasma_proteins_DIGT.xml,"Based on their functions, why are a-globulin and b-globulin produced in the liver and g-globulin is produced by immune cells?","a- and b- globulins transport hydrophobic materials through the blood stream whereas g-globulins are involved in immunity, so it makes sense that they are secreted by immune cells."
_u9_cardio,_u9_m3_Levels_Org,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m3_Levels_Org/x-oli-inline-assessment/describe_blood_features_connective_tissue_lbd_01.xml,"Blood donations are typically restricted to once every six weeks, while plasma donations can occur much more frequently (some places will allow you to donate twice a week). Why should you donate blood less frequently?","When donating blood, you are donating the plasma and the cell fraction. It takes much longer to replenish the cell fraction than it does the plasma fraction, which is mostly water and proteins."
_u9_cardio,_u9_m3_Levels_Org,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m3_Levels_Org/x-oli-inline-assessment/describe_functions_leukocytes_lymphocytes_lbd_02.xml,Why does chemotherapy often lead to neutropenia?,"Neutrophils are generated at a fairly high rate in the bone marrow, where they are produced through mitosis of bone marrow stem cells. Because many chemotherapy drugs target cells with a high mitotic rate, neutropenia, along with anemia and thrombocytopenia, are common side effects of many anticancer drugs."
_u9_cardio,_u9_m3_Levels_Org,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m3_Levels_Org/x-oli-inline-assessment/describe_structure_function_veins_lbd_03.xml,There are not many veins that drain thoracic structures for the return of blood to the vena cava (at least in comparison to the number of veins found in other body compartments). Why does the thorax not need many veins carrying blood to the vena cava?,
_u9_cardio,_u9_m3_Levels_Org,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m3_Levels_Org/x-oli-inline-assessment/describe_structure_function_veins_lbd_06.xml,Varicose veins are sometimes removed for either cosmetic or health-related purposes. Why does their removal not have a significant impact on the venous return from the legs to the heart?,"Varicose veins occur when the venous valves in the superficial veins become incompetent, and allow backflow and venous pooling. As long as the deep veins are not obstructed, they will carry all of the venous flow from the legs back to the heart."
_u9_cardio,_u9_m3_Levels_Org,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m3_Levels_Org/x-oli-inline-assessment/explain_calcium_vitamin_k_clotting_DIGT.xml,How could extended use of antibiotics result in clotting deficiencies?,Blood clotting requires vitamin k which is synthesized by the body’s resident bacteria. Antibiotics kill off the symbiotic bacteria of the body and reduce vitamin k levels.
_u9_cardio,_u9_m3_Levels_Org,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m3_Levels_Org/x-oli-inline-assessment/identify_function_life_cycle_red_blood_cells_LBD_05.xml,"There are many forms of thalassemia, but they tend to be most concentrated in places where malaria was/is common. What would explain this relationship between malaria and thalassemias? _________(RBC_disorders_LBD_5)","Thalassemias are thought to provide protection against malarial infections, similar to sickle cell anemia. Thus thalassemia minor was a beneficial condition, although thalassemia major would likely cause death by itself."
_u9_cardio,_u9_m4_homeostasis,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m4_homeostasis/x-oli-inline-assessment/explain_cardio_other_systems_homeostasis_DIGT.xml,Under what conditions would you expect vasodilation to occur in a tissue? _________(DIGT-cardio-homeostasis),"Vasodilation can occur in response to neural regulation or chemicals signaling the increasing demands of a tissue or an organ. It can be because the tissue of the organ requires more oxygen. Or, it may be due to the demand for glucose or lipids that are being used up due to the high rate of metabolic activities. An example would be vasodilation at the skeletal muscles during strenuous exercise."
_u9_cardio,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/x-oli-inline-assessment/ap_lab_cardio-inline.xml,"If total cholesterol is a sum of LDL (bad cholesterol) and HDL (good cholesterol), why might total cholesterol appear high but be within a normal range?_________(bc-2-sc)",
_u9_cardio,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/x-oli-inline-assessment/ap_lab_cardio-inline.xml,"Compared to the control image of a healthy heart, what appears abnormal in the patient’s MRI? _________(cardiac-mri-sc1)",
_u9_cardio,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/x-oli-inline-assessment/ap_lab_cardio-inline.xml,What are the advantages of cardiac MRIs? _________(cardiac-mri-sc2),
_u9_cardio,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/x-oli-inline-assessment/ap_lab_cardio-inline.xml,What are the implications of these blood pressure results? _________(bp-sc),
x-oli-inline-assessment,newd95be94ad05d4908966037aae402bdf2.xml,/Users/pawan/Documents/Project/a_and_p/content//x-oli-inline-assessment/newd95be94ad05d4908966037aae402bdf2.xml,"If the lacrimal gland is located lateral and superior to the eye organ, why do tears flow from the medial corner of the eye first?",
