Age,Gender,Comp
25,Female,25
46,Female,8
20,Female,24
36,Male,11
33,Male,21
49,Male,6
48,Male,12
31,Female,19
23,Female,14
47,Male,9
26,Female,25
34,Female,14
90,Female,3
51,Female,8
52,Male,4
25,Female,15
27,Male,9
30,Male,18
21,Male,13
59,Male,9
35,Male,15
50,Female,8
26,Female,22
40,Male,14
36,Male,15
47,Female,4
86,Male,1
34,Female,14
40,Female,15
28,Female,25
33,Male,24
54,Female,1
29,Male,18
28,Male,17
47,Female,0
22,Female,15
53,Female,4
26,Female,23
33,Female,22
19,Male,19
30,Male,18
25,Male,14
35,Female,13
63,Male,9
51,Female,14
58,Female,5
43,Male,6
48,Male,10
60,Female,2
23,Female,13
18,Female,14
64,Female,0
19,Female,15
35,Male,12
36,Male,10
32,Male,21
37,Male,22
43,Female,11
40,Female,12
35,Male,14
66,Female,5
24,Female,13
24,Male,15
25,Female,11
25,Male,16
45,Male,6
50,Male,16
60,Male,6
74,Female,0
88,Female,0
55,Female,9
41,Female,6
71,Female,4
40,Female,13
32,Female,25
46,Male,9
77,Male,0
34,Male,15
37,Male,5
26,Male,12
57,Female,8
51,Male,9
30,Female,25
56,Female,7
43,Male,7
32,Female,13
30,Male,20
66,Male,12
38,Female,12
60,Male,7
28,Female,21
40,Male,11
76,Female,0
70,Female,0
32,Male,19
28,Male,22
43,Female,10
36,Male,14
56,Male,3
35,Female,12
30,Female,14
41,Female,19
19,Female,15
48,Male,7
48,Male,5
20,Male,15
38,Female,21
31,Female,30
37,Male,7
25,Male,11
35,Female,13
44,Female,13
28,Male,3
81,Male,1
25,Male,14
49,Female,0
28,Male,20
31,Female,16
19,Female,13
28,Female,28
30,Female,17
73,Male,2
49,Male,5
19,Male,26
48,Male,6
42,Male,11
58,Female,7
83,Female,0
22,Male,17
28,Female,16
24,Male,25
39,Male,14
35,Female,16
48,Female,3
18,Female,16
57,Female,5
21,Male,12
61,Female,11
19,Female,19
43,Male,17
48,Male,5
33,Female,23
32,Female,24
71,Male,3
42,Male,9
64,Female,7
32,Male,24
26,Male,24
25,Male,14
59,Female,3
46,Female,1
22,Male,12
27,Male,14
45,Female,4
51,Male,9
52,Female,9
23,Male,18
35,Male,16
72,Male,3
30,Male,24
23,Female,13
21,Male,18
67,Male,2
23,Male,17
32,Female,20
30,Male,13
66,Male,2
53,Female,8
42,Female,10
44,Female,11
28,Male,18
33,Male,24
34,Female,13
53,Male,9
68,Female,6
26,Female,24
30,Male,20
30,Female,26
50,Female,2
27,Female,26
75,Female,1
51,Female,4
33,Male,21
22,Male,18
38,Male,15
29,Male,19
40,Male,9
62,Male,5
38,Female,13
55,Female,4
29,Male,23
54,Female,2
90,Female,0
25,Female,24
35,Female,19
34,Female,26
44,Female,8
35,Male,12
52,Female,6
60,Male,9
82,Female,1
20,Female,20
32,Female,19
51,Male,7
44,Male,11
60,Female,1
79,Male,0
31,Female,18
59,Male,1
65,Male,0
30,Male,18
50,Male,5
55,Male,7
66,Male,0
65,Male,4
45,Male,11
66,Male,2
35,Female,13
30,Female,18
61,Male,7
60,Female,4
19,Male,18
42,Female,15
75,Female,1
31,Female,14
48,Female,8
43,Male,1
39,Female,4
18,Female,13
48,Female,10
29,Female,20
53,Female,12
48,Female,10
78,Female,1
45,Female,16
60,Male,4
70,Male,0
18,Female,20
39,Male,12
37,Female,16
51,Male,6
46,Male,2
45,Male,12
80,Female,1
56,Male,6
69,Female,4
27,Male,28
53,Female,5
53,Male,13
39,Male,11
28,Male,19
52,Female,2
24,Male,12
66,Female,3
86,Female,0
20,Female,21
48,Male,6
48,Female,12
71,Male,7
55,Female,3
19,Male,25
22,Female,12
29,Female,20
48,Female,1
37,Male,9
18,Female,12
39,Male,6
42,Male,15
28,Female,12
30,Female,24
47,Male,11
44,Female,20
49,Male,9
79,Male,9
25,Male,15
36,Female,15
69,Male,4
56,Male,10
34,Female,15
28,Male,24
54,Female,5
39,Female,16
30,Male,19
79,Female,1
48,Male,3
25,Male,10
73,Male,2
67,Male,7
43,Female,10
19,Female,17
59,Male,2
42,Female,21
55,Female,6
88,Female,1
42,Male,12
72,Female,7
33,Female,18
52,Female,6
58,Male,7
49,Male,3
29,Male,18
27,Female,19
31,Male,22
51,Male,12
54,Female,12
84,Male,0
71,Male,3
58,Female,3
30,Male,15
72,Female,2
25,Male,22
56,Male,0
52,Male,4
30,Female,16
20,Male,21
26,Female,22
79,Male,0
62,Female,6
32,Female,14
55,Female,8
38,Female,5
53,Female,7
53,Male,1
77,Female,1
46,Male,6
39,Male,10
74,Female,0
32,Male,21
34,Male,16
40,Male,4
40,Male,9
58,Female,0
22,Female,8
24,Female,18
35,Female,14
54,Female,8
41,Male,12
36,Male,16
54,Male,4
32,Male,15
26,Male,25
54,Male,1
59,Male,8
36,Female,8
44,Female,3
35,Male,14
27,Male,29
54,Female,6
42,Male,5
39,Female,14
54,Female,4
49,Female,19
54,Male,4
28,Female,8
37,Male,14
67,Male,3
20,Female,18
27,Female,16
73,Male,7
40,Female,14
44,Male,23
47,Female,13
23,Female,19
40,Male,13
43,Male,5
41,Male,14
38,Female,8
34,Female,16
35,Male,17
47,Female,8
38,Male,13
60,Male,2
32,Male,20
31,Male,25
28,Male,24
50,Male,4
30,Male,20
30,Female,19
19,Male,14
28,Female,28
26,Female,21
42,Male,14
23,Female,13
75,Female,1
35,Female,19
25,Male,26
45,Male,8
39,Female,18
28,Female,25
23,Female,15
52,Male,6
48,Female,3
30,Female,28
27,Male,28
38,Female,14
38,Female,9
34,Male,19
28,Female,22
57,Male,5
27,Male,18
54,Male,6
30,Female,28
60,Male,7
46,Male,0
26,Male,14
53,Female,7
48,Male,7
42,Male,10
36,Female,6
51,Male,8
67,Male,3
25,Male,11
32,Female,22
26,Male,26
77,Female,0
38,Male,9
21,Female,17
31,Male,22
61,Male,0
34,Female,23
61,Female,6
28,Male,28
54,Male,6
45,Female,14
72,Female,3
42,Female,5
66,Male,2
18,Female,16
34,Female,14
24,Male,11
40,Male,9
38,Male,9
43,Female,9
38,Female,13
65,Female,14
29,Male,14
60,Male,2
25,Female,19
53,Male,9
36,Female,11
67,Female,8
52,Female,5
80,Female,1
18,Female,24
53,Male,11
35,Male,20
43,Male,12
22,Female,25
38,Female,14
30,Male,18
54,Female,7
43,Male,8
38,Male,13
34,Male,12
66,Male,1
19,Female,16
41,Male,4
48,Male,13
21,Male,15
64,Female,6
43,Male,11
72,Male,5
21,Female,18
57,Male,3
25,Female,7
45,Male,16
39,Male,12
30,Male,19
54,Male,7
33,Female,21
34,Female,12
32,Male,20
28,Female,29
21,Male,25
29,Female,19
48,Male,3
28,Female,23
56,Female,2
84,Female,1
35,Male,17
21,Male,10
77,Male,0
45,Male,2
49,Female,6
40,Female,11
56,Male,8
31,Male,18
44,Male,11
62,Female,4
27,Male,22
69,Male,5
39,Female,8
43,Male,11
38,Male,9
37,Male,8
46,Female,6
80,Female,0
48,Male,6
46,Female,8
70,Female,5
42,Female,10
44,Male,9
84,Female,1
24,Female,14
57,Female,4
31,Male,31
51,Male,9
68,Female,0
48,Female,4
35,Female,15
45,Female,8
51,Female,2
82,Female,1
60,Male,1
31,Female,33
38,Female,8
75,Male,1
72,Female,4
28,Female,20
35,Male,15
45,Male,6
40,Male,10
91,Male,0
54,Male,7
39,Male,13
22,Female,10
49,Female,9
25,Female,18
37,Female,6
49,Female,4
50,Female,2
31,Female,29
90,Female,0
20,Female,17
49,Female,3
49,Female,11
55,Male,13
62,Male,0
43,Male,10
23,Female,21
70,Male,2
28,Female,17
67,Male,0
31,Female,19
25,Male,13
39,Female,13
25,Male,17
35,Female,9
31,Female,21
34,Female,18
49,Female,5
64,Male,5
38,Female,16
21,Male,10
36,Female,19
25,Female,25
65,Male,5
56,Male,2
27,Male,25
43,Male,10
31,Female,26
19,Female,12
29,Male,23
35,Male,15
51,Male,10
39,Female,19
39,Female,16
21,Male,21
44,Male,15
40,Male,6
67,Female,2
30,Female,19
83,Female,1
19,Male,17
70,Male,7
72,Male,3
77,Female,1
31,Male,26
27,Female,25
33,Male,24
48,Female,10
38,Male,16
18,Female,23
41,Female,4
25,Female,21
34,Female,17
89,Male,0
28,Female,18
42,Male,2
25,Female,18
88,Male,1
73,Male,4
18,Female,22
32,Female,19
28,Male,25
70,Female,1
54,Male,7
30,Female,16
38,Male,14
86,Female,1
28,Female,26
28,Male,10
33,Female,25
36,Male,16
32,Female,29
43,Male,10
54,Female,9
44,Male,12
33,Female,15
47,Male,10
18,Male,20
61,Male,4
45,Female,6
25,Female,18
23,Female,17
26,Female,25
30,Male,16
25,Female,10
34,Female,15
61,Female,1
43,Male,8
47,Male,2
37,Male,14
78,Female,0
27,Male,22
40,Male,12
44,Female,7
42,Female,10
24,Male,26
67,Female,7
67,Male,0
57,Female,5
23,Male,10
33,Male,21
33,Female,22
25,Female,19
57,Female,0
28,Female,32
34,Female,14
31,Male,26
57,Male,4
52,Male,10
41,Female,11
63,Female,2
35,Male,21
31,Male,22
59,Female,8
56,Male,5
45,Male,7
18,Male,21
62,Male,0
40,Female,9
55,Female,7
40,Male,13
18,Female,19
37,Male,14
20,Female,24
54,Female,4
89,Male,0
38,Male,17
49,Male,1
43,Male,9
36,Female,9
65,Female,6
31,Male,22
35,Female,16
77,Female,1
59,Male,2
19,Female,19
29,Female,26
49,Male,9
50,Male,1
43,Male,8
41,Male,10
38,Male,7
49,Female,10
69,Male,2
26,Female,8
32,Female,23
57,Female,1
32,Male,22
39,Female,9
52,Male,4
86,Female,0
47,Male,10
59,Female,6
25,Female,12
33,Female,23
79,Male,0
36,Female,14
74,Female,2
62,Female,1
22,Female,21
55,Female,3
21,Male,8
27,Female,16
41,Male,13
51,Male,4
75,Female,0
36,Female,10
63,Female,0
18,Male,9
38,Male,9
32,Female,21
25,Male,25
62,Female,1
83,Female,0
39,Female,8
61,Male,2
21,Female,20
23,Male,16
30,Female,24
53,Male,5
38,Female,15
28,Male,17
29,Female,16
55,Male,11
56,Female,8
55,Female,2
48,Male,2
39,Female,17
25,Female,12
25,Female,18
63,Male,3
28,Female,28
51,Female,6
42,Female,16
30,Female,24
25,Male,15
78,Female,3
59,Male,2
44,Male,7
29,Male,16
65,Female,0
39,Male,8
66,Female,2
36,Female,7
56,Male,15
30,Female,17
52,Female,7
79,Female,4
33,Female,16
58,Male,6
34,Female,17
41,Female,4
35,Female,12
60,Male,2
30,Male,16
63,Male,3
61,Female,1
20,Female,13
37,Female,17
19,Female,19
73,Male,1
50,Female,4
44,Female,5
20,Female,17
35,Male,13
37,Male,11
76,Male,1
25,Male,17
52,Male,6
26,Female,20
31,Male,18
22,Female,23
18,Female,13
50,Male,4
30,Male,26
32,Female,19
54,Male,10
75,Male,3
36,Female,17
74,Male,2
20,Male,20
30,Male,21
41,Male,6
47,Female,12
34,Male,14
57,Male,6
23,Male,19
55,Male,6
66,Female,6
27,Female,20
62,Male,4
20,Male,24
28,Female,19
64,Female,3
26,Male,26
42,Male,11
46,Female,1
75,Female,2
57,Female,5
38,Male,15
61,Female,5
50,Female,8
44,Male,8
42,Male,6
83,Female,1
45,Male,10
52,Female,8
89,Female,0
37,Female,13
46,Female,6
51,Female,6
32,Female,19
67,Male,2
49,Male,11
36,Male,13
32,Male,20
34,Male,21
19,Female,16
37,Female,16
61,Male,5
36,Female,12
44,Female,6
25,Male,12
42,Female,10
54,Female,3
24,Male,14
36,Female,13
40,Female,10
59,Male,15
49,Female,6
40,Male,17
30,Female,19
28,Female,20
20,Male,25
64,Male,0
39,Male,12
55,Female,12
18,Male,17
54,Female,9
24,Male,20
20,Male,21
37,Female,6
63,Male,3
32,Male,15
24,Female,14
36,Female,19
83,Female,0
54,Male,9
46,Male,11
26,Female,23
30,Female,21
42,Female,10
87,Female,0
53,Female,7
50,Male,8
61,Male,2
46,Female,10
40,Female,15
37,Male,13
51,Female,14
41,Male,8
53,Male,6
32,Female,19
31,Female,19
63,Male,10
64,Male,0
37,Female,15
28,Female,26
28,Male,24
45,Female,11
52,Female,5
49,Female,10
36,Male,13
85,Male,0
88,Female,2
34,Male,19
20,Male,22
54,Female,7
50,Female,8
80,Female,1
37,Male,9
86,Female,1
31,Male,19
54,Male,2
62,Male,6
26,Male,25
44,Male,17
48,Female,4
42,Female,13
38,Female,11
84,Male,1
77,Female,0
75,Female,4
80,Female,1
43,Male,12
25,Male,20
46,Female,8
34,Male,14
68,Male,4
24,Female,11
31,Female,21
82,Female,1
53,Female,3
20,Female,16
60,Male,5
40,Female,6
20,Female,19
43,Female,6
22,Female,20
42,Male,11
34,Female,11
21,Male,19
27,Female,20
48,Male,7
30,Male,23
44,Male,4
30,Female,31
19,Female,10
52,Female,4
30,Male,12
48,Female,6
32,Female,24
31,Female,23
36,Male,10
57,Female,4
19,Female,14
54,Male,8
21,Male,13
57,Female,10
34,Male,17
65,Female,0
60,Female,4
31,Male,26
39,Male,5
68,Female,15
27,Male,15
26,Male,23
33,Male,23
36,Male,12
36,Female,12
41,Male,14
28,Male,16
80,Female,1
58,Male,2
27,Female,23
18,Male,11
56,Male,3
38,Female,10
35,Male,8
50,Male,10
62,Female,7
51,Male,8
27,Male,26
39,Male,12
35,Female,23
31,Male,14
31,Female,19
60,Female,7
45,Male,6
41,Male,10
41,Male,19
52,Male,8
28,Male,8
33,Male,27
22,Male,15
40,Female,13
83,Female,0
44,Male,13
40,Female,7
23,Female,14
20,Female,19
52,Female,8
19,Female,14
56,Female,1
26,Female,16
44,Male,7
83,Female,0
31,Female,19
56,Female,2
35,Female,18
36,Male,19
34,Female,10
43,Male,8
47,Male,10
65,Female,1
42,Female,9
89,Male,0
58,Female,5
20,Female,17
68,Male,2
47,Male,7
62,Male,5
29,Male,29
52,Female,3
55,Female,1
28,Female,16
36,Female,16
88,Female,1
37,Male,8
28,Female,19
64,Female,1
34,Female,15
48,Male,8
50,Female,5
59,Male,3
30,Male,20
45,Male,17
47,Male,4
30,Male,20
56,Female,0
42,Male,4
44,Female,7
57,Male,5
19,Female,15
46,Male,13
43,Female,10
68,Male,1
70,Male,7
37,Male,12
61,Female,2
25,Male,18
35,Male,7
75,Female,1
31,Female,21
44,Male,16
44,Male,7
34,Male,16
59,Male,2
27,Female,28
38,Female,11
29,Female,26
34,Male,28
46,Female,12
48,Female,6
36,Female,15
38,Male,8
24,Female,18
47,Female,13
64,Female,0
35,Male,10
41,Female,8
76,Male,1
38,Female,4
91,Male,1
66,Female,9
42,Male,15
37,Female,10
31,Female,16
52,Female,1
35,Male,13
28,Male,27
57,Male,0
72,Female,2
48,Male,11
57,Female,3
67,Female,10
40,Female,10
39,Female,18
34,Female,13
24,Male,12
59,Male,8
35,Male,12
72,Male,3
40,Female,12
24,Male,15
86,Female,1
29,Female,8
94,Female,0
69,Female,3
42,Male,7
40,Female,10
27,Female,25
37,Male,13
27,Female,15
69,Male,0
57,Female,0
36,Male,15
39,Male,8
46,Male,6
23,Female,13
42,Male,9
48,Male,13
33,Female,20
76,Male,4
25,Female,20
26,Male,24
30,Male,28
74,Female,3
36,Female,6
28,Female,6
51,Female,1
55,Female,1
55,Female,7
35,Female,22
68,Male,3
37,Male,16
63,Male,0
37,Female,18
67,Male,0
41,Male,8
34,Female,13
28,Male,14
43,Female,11
70,Female,4
41,Female,6
23,Male,10
42,Male,13
28,Male,19
32,Male,16
94,Male,1
76,Female,1
32,Male,10
30,Female,16
42,Male,9
38,Female,21
65,Male,3
38,Male,19
39,Male,12
23,Female,14
21,Female,11
36,Female,14
23,Male,18
29,Male,18
24,Male,13
36,Female,11
69,Male,3
70,Male,0
39,Male,16
61,Male,12
75,Male,5
27,Male,21
28,Female,29
67,Female,3
59,Female,5
65,Female,7
20,Male,26
22,Female,11
23,Male,27
25,Female,22
49,Female,0
45,Female,3
30,Female,21
33,Male,14
34,Male,12
39,Female,8
37,Male,14
43,Male,10
31,Female,21
55,Male,0
52,Male,15
38,Male,4
65,Male,6
18,Female,12
41,Male,7
41,Female,10
30,Female,14
25,Male,17
22,Male,13
65,Male,5
39,Female,18
29,Female,15
87,Female,0
41,Female,10
80,Male,0
84,Male,0
35,Male,14
51,Male,6
57,Male,10
27,Male,14
40,Female,14
58,Male,5
32,Female,17
65,Male,9
39,Female,17
34,Female,26
51,Male,4
44,Female,1
20,Male,25
39,Female,11
61,Male,11
29,Female,23
62,Male,1
86,Female,0
36,Male,15
46,Female,10
32,Male,19
63,Male,1
38,Female,13
43,Female,5
71,Male,9
29,Male,14
44,Male,12
56,Female,4
52,Female,11
80,Male,0
35,Male,20
38,Female,12
49,Female,8
31,Female,24
46,Female,5
21,Male,19
38,Female,13
46,Female,10
40,Male,6
29,Female,18
26,Female,18
48,Male,10
42,Male,11
43,Male,8
60,Female,5
53,Male,11
84,Female,0
47,Female,6
76,Male,2
67,Female,1
55,Male,7
50,Male,9
76,Male,0
18,Male,26
52,Male,2
54,Female,9
47,Male,6
36,Female,18
35,Female,7
49,Female,5
38,Female,9
48,Male,4
55,Female,7
43,Male,13
73,Male,2
50,Male,7
76,Female,1
56,Female,2
41,Female,16
46,Female,15
41,Male,9
27,Male,23
45,Female,8
45,Male,7
59,Male,9
32,Female,28
49,Male,5
51,Female,5
51,Female,0
18,Female,18
55,Male,0
40,Male,14
48,Male,11
36,Male,17
36,Male,16
59,Female,1
71,Female,7
37,Female,19
62,Female,2
76,Female,0
49,Female,5
43,Male,8
18,Female,18
59,Male,0
39,Female,15
67,Male,3
18,Female,19
29,Male,19
63,Male,6
38,Male,5
57,Female,7
20,Female,19
33,Female,24
75,Male,0
66,Female,1
20,Female,14
24,Male,18
47,Male,8
50,Female,2
32,Male,25
66,Male,13
48,Female,11
36,Female,13
79,Female,1
45,Male,8
40,Female,12
22,Female,15
42,Male,14
25,Male,18
25,Male,12
45,Female,13
24,Female,22
49,Female,0
24,Female,17
33,Male,22
69,Male,5
27,Male,23
22,Female,26
31,Female,26
70,Male,0
50,Female,9
49,Female,8
57,Female,7
32,Male,19
41,Female,16
89,Male,0
54,Female,7
50,Male,3
47,Male,14
48,Male,3
20,Male,23
45,Male,4
28,Female,17
86,Female,1
36,Female,13
36,Female,23
40,Female,7
65,Female,3
33,Female,17
25,Female,25
33,Female,17
75,Male,4
48,Female,13
67,Female,1
24,Male,17
71,Male,6
79,Female,1
47,Male,8
75,Male,1
46,Female,7
33,Female,21
64,Female,3
31,Female,22
45,Female,13
69,Female,1
22,Male,20
21,Male,20
52,Male,2
40,Male,14
52,Female,1
32,Male,22
43,Female,5
36,Female,12
49,Female,3
47,Male,6
31,Male,24
31,Female,25
66,Female,6
49,Male,10
55,Female,2
36,Female,10
31,Male,19
54,Female,2
77,Female,0
39,Male,19
57,Female,3
35,Female,21
52,Female,5
59,Female,11
22,Female,13
27,Male,23
37,Male,11
78,Female,1
47,Male,5
36,Female,16
44,Male,15
52,Male,4
60,Male,0
24,Female,20
40,Male,15
72,Male,4
25,Male,19
23,Male,17
25,Female,4
24,Female,5
40,Male,9
27,Female,22
34,Female,14
39,Male,9
22,Female,21
53,Female,9
24,Male,18
46,Female,7
54,Female,7
89,Male,0
56,Female,3
99,Female,1
58,Male,1
40,Female,15
50,Female,8
34,Male,26
75,Female,1
46,Female,10
44,Male,6
36,Female,1
35,Female,8
60,Female,4
41,Female,9
46,Male,6
21,Female,17
35,Female,12
55,Female,4
58,Female,2
21,Female,23
19,Female,11
24,Male,20
19,Female,15
33,Male,18
77,Female,0
36,Male,14
56,Male,0
63,Female,3
26,Female,17
26,Female,23
31,Male,18
36,Female,8
40,Male,17
24,Male,22
53,Female,2
28,Male,18
48,Female,9
24,Male,13
69,Female,7
54,Female,4
68,Male,4
23,Male,13
21,Female,20
22,Female,19
86,Male,1
33,Female,16
34,Female,16
28,Male,24
32,Male,22
41,Female,15
28,Male,20
55,Male,4
26,Male,17
38,Male,17
73,Female,4
42,Female,14
28,Female,17
21,Female,14
74,Female,4
30,Female,21
21,Male,20
24,Female,17
22,Female,16
76,Male,3
37,Male,16
30,Female,21
46,Female,4
41,Female,8
38,Male,12
23,Male,14
62,Male,7
25,Male,22
56,Female,0
30,Male,17
41,Female,15
77,Female,0
28,Male,8
37,Male,17
58,Female,4
39,Female,13
55,Male,11
22,Male,15
37,Male,14
30,Male,17
71,Female,4
51,Male,17
32,Male,18
49,Male,15
61,Male,3
31,Male,29
40,Female,12
27,Female,21
41,Female,7
61,Female,4
31,Male,22
31,Male,27
53,Female,7
60,Female,0
62,Female,1
40,Male,12
30,Male,26
25,Male,21
44,Male,3
32,Male,20
30,Male,19
50,Female,17
37,Male,14
70,Male,3
68,Female,2
76,Female,0
39,Female,10
65,Female,1
20,Female,22
63,Female,0
54,Female,0
29,Male,25
29,Female,35
29,Male,16
24,Female,9
53,Female,2
19,Male,13
59,Female,2
27,Female,27
44,Female,13
60,Male,0
41,Male,12
78,Female,11
47,Female,11
47,Female,10
34,Male,16
73,Female,0
64,Male,6
25,Female,15
38,Female,13
49,Female,1
85,Male,0
46,Female,12
47,Female,4
54,Male,15
40,Male,15
44,Male,12
47,Male,5
38,Female,10
76,Male,4
47,Female,6
44,Male,0
23,Female,11
37,Female,12
65,Male,3
77,Male,1
53,Male,6
53,Female,3
24,Female,15
46,Male,3
30,Female,21
23,Male,25
32,Female,7
61,Male,0
41,Female,11
34,Female,17
38,Female,17
76,Male,1
37,Male,6
23,Male,18
82,Female,1
41,Male,6
52,Female,7
25,Male,17
29,Male,17
49,Female,7
43,Female,6
38,Male,9
29,Male,20
20,Male,14
45,Female,13
63,Male,1
76,Male,1
26,Male,21
52,Female,4
40,Male,16
32,Male,21
25,Female,14
24,Male,12
22,Female,16
33,Female,14
49,Male,11
27,Female,20
37,Male,17
43,Female,6
38,Female,17
28,Female,29
64,Female,7
35,Female,19
82,Female,0
18,Male,20
71,Female,3
44,Female,6
56,Male,2
37,Female,17
45,Male,10
39,Female,14
41,Female,12
58,Female,9
49,Male,11
62,Female,0
58,Male,7
54,Male,7
81,Female,0
54,Male,4
51,Female,8
28,Male,19
66,Male,9
31,Male,14
45,Male,11
40,Female,11
49,Male,15
43,Female,10
63,Male,6
27,Male,19
48,Female,7
23,Male,19
30,Male,17
36,Female,14
69,Female,0
33,Male,19
42,Male,21
38,Female,8
35,Male,18
64,Male,1
46,Male,9
65,Female,6
28,Female,23
28,Male,24
61,Male,7
59,Female,1
32,Male,22
49,Female,11
88,Male,0
21,Female,20
58,Female,0
64,Female,6
47,Male,11
41,Male,16
66,Male,1
60,Female,8
25,Male,17
28,Male,25
45,Female,13
71,Male,3
45,Male,6
41,Female,17
38,Female,10
59,Male,12
27,Female,23
45,Male,8
39,Female,14
31,Male,26
58,Male,8
46,Male,14
30,Male,20
44,Female,12
64,Male,7
43,Female,6
68,Male,1
37,Male,15
32,Male,16
77,Male,6
28,Male,16
37,Female,18
65,Female,1
61,Female,0
46,Male,10
43,Female,11
79,Female,1
34,Male,14
20,Male,12
24,Male,24
25,Male,6
27,Female,17
47,Female,11
74,Male,5
52,Male,2
29,Female,23
80,Male,1
25,Female,10
34,Female,21
27,Male,16
54,Female,5
47,Female,10
42,Female,1
27,Female,10
51,Male,8
33,Female,24
67,Male,6
28,Male,19
76,Female,0
33,Female,20
48,Male,14
40,Female,17
50,Female,1
49,Male,14
47,Male,12
61,Male,5
30,Female,16
44,Male,9
37,Male,5
37,Female,16
25,Male,8
43,Female,15
54,Male,6
37,Male,7
21,Female,10
29,Male,18
63,Female,7
34,Male,25
40,Female,8
20,Female,17
83,Male,0
43,Female,15
56,Female,4
33,Male,20
39,Female,13
66,Female,0
32,Female,22
50,Female,15
39,Male,8
33,Male,21
38,Female,6
21,Male,19
79,Female,1
29,Male,26
56,Female,2
41,Female,13
51,Male,6
29,Male,19
61,Male,3
48,Female,16
34,Female,17
23,Female,24
49,Female,10
67,Male,2
39,Male,17
23,Female,21
62,Male,3
36,Female,10
65,Male,0
34,Female,13
27,Female,21
65,Female,0
43,Female,12
61,Male,7
43,Male,14
54,Male,2
34,Male,10
53,Female,6
51,Female,11
68,Female,0
19,Male,14
38,Male,11
40,Female,18
40,Female,9
41,Male,9
63,Male,0
57,Male,9
22,Female,23
46,Male,6
61,Male,0
61,Female,9
27,Female,24
23,Male,13
44,Male,6
48,Female,4
26,Female,30
66,Female,1
30,Female,17
56,Female,2
31,Female,24
27,Female,21
25,Female,25
40,Female,16
41,Female,13
27,Female,13
32,Female,22
30,Female,30
34,Female,26
56,Female,5
42,Female,6
68,Male,0
18,Male,18
36,Female,14
24,Male,10
28,Male,15
47,Female,6
52,Female,5
25,Female,12
49,Male,3
23,Female,18
34,Male,16
61,Male,3
32,Female,30
24,Male,15
38,Female,12
28,Male,24
44,Female,15
69,Female,0
22,Male,19
44,Female,13
19,Male,13
46,Female,5
45,Female,8
53,Female,7
89,Female,0
43,Male,9
45,Male,8
56,Female,10
38,Female,6
75,Male,1
75,Male,4
105,Female,1
36,Female,17
46,Female,6
66,Female,5
51,Female,7
59,Male,6
75,Male,1
53,Male,13
44,Female,16
42,Female,5
31,Male,25
63,Female,2
51,Female,0
54,Male,0
52,Male,4
70,Male,2
18,Female,19
45,Male,15
51,Male,13
39,Male,14
82,Male,1
21,Male,19
79,Female,0
45,Male,16
47,Female,11
55,Male,8
90,Male,1
59,Male,1
59,Male,4
46,Female,10
35,Male,11
34,Male,11
24,Female,11
28,Male,26
50,Male,6
36,Male,14
45,Female,6
25,Male,17
42,Male,12
24,Male,14
40,Female,12
25,Female,17
39,Female,10
46,Male,15
29,Male,11
63,Female,4
24,Male,14
64,Male,2
34,Female,29
40,Male,14
35,Female,12
24,Female,17
56,Male,2
59,Female,5
18,Male,25
36,Female,14
23,Female,16
77,Male,9
94,Male,0
57,Female,0
45,Male,5
57,Female,3
24,Male,14
35,Female,11
30,Female,20
30,Male,28
45,Female,8
37,Male,12
48,Male,8
27,Male,23
52,Female,5
42,Female,12
44,Male,8
21,Female,12
48,Male,12
27,Female,16
30,Female,19
70,Male,2
28,Female,13
25,Female,21
74,Male,4
69,Male,8
58,Female,6
23,Female,13
35,Female,15
72,Male,5
39,Male,18
51,Female,1
27,Male,20
39,Female,17
87,Male,1
22,Female,12
50,Male,7
29,Male,10
80,Male,3
40,Male,13
46,Male,15
51,Female,4
62,Female,12
27,Male,22
59,Female,0
57,Male,2
47,Female,9
34,Female,20
64,Female,0
63,Female,5
35,Female,15
52,Male,0
82,Female,3
60,Male,0
66,Male,9
20,Female,14
32,Male,21
24,Female,15
44,Female,11
42,Female,8
24,Male,19
77,Male,2
30,Male,23
60,Female,1
57,Female,13
72,Female,3
51,Male,3
34,Male,27
58,Male,0
37,Female,14
28,Male,16
47,Female,12
39,Female,7
44,Male,9
35,Male,4
69,Male,2
24,Male,19
29,Male,19
67,Female,3
41,Female,9
30,Female,28
44,Female,17
47,Female,8
26,Female,17
45,Female,17
57,Male,11
55,Female,7
75,Female,1
43,Female,13
44,Male,5
38,Female,11
65,Male,0
56,Female,10
22,Male,13
46,Male,7
27,Female,17
28,Female,12
57,Female,8
67,Female,6
30,Female,18
36,Female,21
42,Male,13
83,Male,2
84,Female,0
46,Female,15
52,Female,6
61,Male,10
75,Male,4
89,Female,1
60,Female,1
36,Female,18
47,Female,0
72,Male,4
37,Female,9
60,Female,4
40,Female,13
19,Male,21
30,Female,26
29,Male,13
45,Male,9
30,Male,25
34,Female,16
26,Male,21
40,Male,10
35,Female,20
26,Female,22
30,Male,20
41,Male,0
42,Male,11
40,Female,5
25,Male,15
48,Male,9
42,Male,6
48,Female,7
18,Male,25
38,Female,9
22,Female,17
56,Female,2
37,Female,18
89,Male,1
36,Female,23
34,Female,18
59,Female,2
32,Male,20
36,Male,10
59,Male,7
22,Male,16
45,Female,15
60,Female,1
46,Male,5
25,Male,23
28,Male,21
